ea_id,panel
20320675,0
20401171,0
20401305,0
20401306,0
20401327,0
20401328,0
20401329,0
20401627,0
20401737,0
20402045,0
20402072,0
20402201,0
20402298,0
20402307,0
20402308,0
20402309,0
20402310,0
20402311,0
20402330,0
20402331,0
20402332,0
20402333,0
20402334,0
20403049,0
20403312,0
20403313,0
20403335,0
20403336,0
20403337,0
20403338,0
20403668,0
20403697,0
20404314,0
20404315,0
20404316,0
20404339,0
20404340,0
20404341,0
20404342,0
20404509,0
20404660,0
20405132,0
20405317,0
20405318,0
20405319,0
20405320,0
20405343,0
20405344,0
20405345,0
20405704,0
20406177,0
20406321,0
20406322,0
20406323,0
20406346,0
20406347,0
20406348,0
20406598,0
20407324,0
20407349,0
20421229,0
20421325,0
20421350,0
20501111,0
20501326,0
20501327,0
20501328,0
20501330,0
20501351,0
20501352,0
20501353,0
20501664,0
20502159,0
20502240,0
20502329,0
20502330,0
20502331,0
20502332,0
20502354,0
20502355,0
20502356,0
20502357,0
20502740,0
20502758,0
20503239,0
20503333,0
20503358,0
20503476,0
20504334,0
20504335,0
20504359,0
20504360,0
20504373,0
20504729,0
20505317,0
20505336,0
20505337,0
20505361,0
20505362,0
20505363,0
20505648,0
20506338,0
20506339,0
20506364,0
20506412,0
20507340,0
20507341,0
20507342,0
20507343,0
20507365,0
20507366,0
20507367,0
20507368,0
20507369,0
20507371,0
20507422,0
20507571,0
20508344,0
20508345,0
20508370,0
20508547,0
20509346,0
20509371,0
20510584,0
20520255,0
20520347,0
20520372,0
20520373,0
20520582,0
20521348,0
20521374,0
20601349,0
20601350,0
20601351,0
20601375,0
20601376,0
20601377,0
20601658,0
20601701,0
20602352,0
20602353,0
20602354,0
20602355,0
20602378,0
20602379,0
20602380,0
20602381,0
20602479,0
20602607,0
20602617,0
20603121,0
20603133,0
20603189,0
20603337,0
20603356,0
20603357,0
20603382,0
20603383,0
20603384,0
20603385,0
20603386,0
20603387,0
20603388,0
20603455,0
20604071,0
20604358,0
20604359,0
20604376,0
20604389,0
20604390,0
20604391,0
20605360,0
20605361,0
20605362,0
20605392,0
20606168,0
20606297,0
20606363,0
20606364,0
20606365,0
20606393,0
20606394,0
20606395,0
20607366,0
20607396,0
20607397,0
20607733,0
20608367,0
20608368,0
20608369,0
20608398,0
20608499,0
20609370,0
20609371,0
20609399,0
20609754,0
20610372,0
20610400,0
20610401,0
20611336,0
20611373,0
20611402,0
20612374,0
20612375,0
20612403,0
20612564,0
20613376,0
20613404,0
20614377,0
20614405,0
20614406,0
20614589,0
20615378,0
20615407,0
20615408,0
20615409,0
20615410,0
20615752,0
20616379,0
20616380,0
20616381,0
20617382,0
20617383,0
20617384,0
20701385,0
20701386,0
20701387,0
20701411,0
20701412,0
20701527,0
20701659,0
20702011,0
20702282,0
20702388,0
20702389,0
20702390,0
20702391,0
20702413,0
20702414,0
20702415,0
20702416,0
20702417,0
20702464,0
20702542,0
20703025,0
20703083,0
20703316,0
20703392,0
20703393,0
20703418,0
20703419,0
20703420,0
20703421,0
20703422,0
20703565,0
20703595,0
20704037,0
20704289,0
20704353,0
20704394,0
20704395,0
20704423,0
20704424,0
20704425,0
20704426,0
20705328,0
20705396,0
20705397,0
20705427,0
20705428,0
20705429,0
20705430,0
20705431,0
20705495,0
20705652,0
20705657,0
20706294,0
20706398,0
20706399,0
20706432,0
20706433,0
20707400,0
20707401,0
20707402,0
20708403,0
20711404,0
20712405,0
20720368,0
20720406,0
20720434,0
20801208,0
20801271,0
20801356,0
20801407,0
20801408,0
20801409,0
20801410,0
20801411,0
20801435,0
20801436,0
20801437,0
20801438,0
20801439,0
20801497,0
20802041,0
20802412,0
20802413,0
20802440,0
20802441,0
20802501,0
20803155,0
20803414,0
20803415,0
20803416,0
20803417,0
20803442,0
20803443,0
20803444,0
20803445,0
20803446,0
20803503,0
20803599,0
20803731,0
20804418,0
20804419,0
20804420,0
20804447,0
20804448,0
20804449,0
20805345,0
20805450,0
20806421,0
20806422,0
20806423,0
20806451,0
20806452,0
20806546,0
20806716,0
20807424,0
20807425,0
20807426,0
20807453,0
20807454,0
20807455,0
20807456,0
20807711,0
20807728,0
20808427,0
20808457,0
20820318,0
20820428,0
20820458,0
20901232,0
20901276,0
20901429,0
20901459,0
20901460,0
20901461,0
20902430,0
20902431,0
20902437,0
20902449,0
20902461,0
20902462,0
20902463,0
20902464,0
20903432,0
20903433,0
20903434,0
20903465,0
20903466,0
20903543,0
20904018,0
20904160,0
20904342,0
20904435,0
20904436,0
20904467,0
20904468,0
20904469,0
20904470,0
20904602,0
20905295,0
20905437,0
20905438,0
20905471,0
20906110,0
20906439,0
20906472,0
20906473,0
20906474,0
20907238,0
20907440,0
20907475,0
20908051,0
20908293,0
20908329,0
20908441,0
20908442,0
20908476,0
20908477,0
20908478,0
20908479,0
20908480,0
20908481,0
20908538,0
20909443,0
20909444,0
20909482,0
20910445,0
20910446,0
20910447,0
20910448,0
20911449,0
20920450,0
20920520,0
21031643,0
21033451,0
21036483,0
21037224,0
21037452,0
21037484,0
21037485,0
21037486,0
21038392,0
21038487,0
21038763,0
21040453,0
21040488,0
21051454,0
21051455,0
21051489,0
21051490,0
21051491,0
21051517,0
21052456,0
21052492,0
21052642,0
21053430,0
21053457,0
21053458,0
21053493,0
21053494,0
21053495,0
21054459,0
21054496,0
21054673,0
21055165,0
21055460,0
21055461,0
21055462,0
21055463,0
21055497,0
21055498,0
21055499,0
21056222,0
21059500,0
21066464,0
21066465,0
21066466,0
21066467,0
21066478,0
21066501,0
21066502,0
21068468,0
21068503,0
21069400,0
21074469,0
21074470,0
21074504,0
21076505,0
21079006,0
21079472,0
21079506,0
21080473,0
21080474,0
21080475,0
21080507,0
21080508,0
21080755,0
21081476,0
21081509,0
21083477,0
21083510,0
21083535,0
21085094,0
21085478,0
21085511,0
21086479,0
21086480,0
21086481,0
21086512,0
21086513,0
21087057,0
21087482,0
21087483,0
21087514,0
21087515,0
21087516,0
21087736,0
21088484,0
21088517,0
21088518,0
30101485,0
30101486,0
30101487,0
30101519,0
30101520,0
30101521,0
30101552,0
30102488,0
30102489,0
30102522,0
30102523,0
30102524,0
30102632,0
30102641,0
30103021,0
30103420,0
30103490,0
30103525,0
30103526,0
30103527,0
30103528,0
30104022,0
30104040,0
30104491,0
30104492,0
30104493,0
30104529,0
30104530,0
30105494,0
30105495,0
30105531,0
30105532,0
30106005,0
30106331,0
30106496,0
30106497,0
30106498,0
30106533,0
30106534,0
30106535,0
30106536,0
30106750,0
30107395,0
30107499,0
30107500,0
30107537,0
30108117,0
30108501,0
30108502,0
30108538,0
30108539,0
30109503,0
30109540,0
30110504,0
30111505,0
30114506,0
30120262,0
30120507,0
30120541,0
30121508,0
30121542,0
30201076,0
30201146,0
30201498,0
30201509,0
30201510,0
30201511,0
30201543,0
30201544,0
30201545,0
30201546,0
30201587,0
30202403,0
30202512,0
30202547,0
30202548,0
30203044,0
30203122,0
30203142,0
30203256,0
30203513,0
30203549,0
30203550,0
30203551,0
30203552,0
30203553,0
30203554,0
30203767,0
30204126,0
30204514,0
30204555,0
30205515,0
30205556,0
30205702,0
30206516,0
30206517,0
30206557,0
30206558,0
30207060,0
30207188,0
30207491,0
30207518,0
30207559,0
30207560,0
30207561,0
30208519,0
30208562,0
30209287,0
30209520,0
30209521,0
30209563,0
30210522,0
30210523,0
30211524,0
30211525,0
30212167,0
30212526,0
30212527,0
30212564,0
30212565,0
30214528,0
30216529,0
30221530,0
30222077,0
30222566,0
30301531,0
30301554,0
30301567,0
30301568,0
30301569,0
30301576,0
30301590,0
30302283,0
30302357,0
30302532,0
30302533,0
30302534,0
30302535,0
30302536,0
30302570,0
30302571,0
30302572,0
30302573,0
30302574,0
30302687,0
30302692,0
30304139,0
30304143,0
30304537,0
30304538,0
30304575,0
30304576,0
30304577,0
30305258,0
30305506,0
30305539,0
30305540,0
30305561,0
30305578,0
30305579,0
30305581,0
30305582,0
30306024,0
30306056,0
30306460,0
30306541,0
30306542,0
30306583,0
30306584,0
30306585,0
30306586,0
30306587,0
30306588,0
30306594,0
30307543,0
30307544,0
30307545,0
30307546,0
30307547,0
30307577,0
30307589,0
30307590,0
30308548,0
30309549,0
30309550,0
30311551,0
30311552,0
30401015,0
30401062,0
30401178,0
30401397,0
30401553,0
30401554,0
30401555,0
30401556,0
30401591,0
30401592,0
30401593,0
30401594,0
30402291,0
30402402,0
30402515,0
30402557,0
30402558,0
30402559,0
30402560,0
30402570,0
30402595,0
30402596,0
30402597,0
30402598,0
30402599,0
30402669,0
30403185,0
30403225,0
30403261,0
30403558,0
30403561,0
30403562,0
30403563,0
30403600,0
30403601,0
30403602,0
30403603,0
30403604,0
30403605,0
30403606,0
30403699,0
30403766,0
30404093,0
30404458,0
30404493,0
30404564,0
30404565,0
30404566,0
30404567,0
30404607,0
30404608,0
30404609,0
30405568,0
30405588,0
30405610,0
30406125,0
30406378,0
30406569,0
30406611,0
30406612,0
30406613,0
30407570,0
30407571,0
30407572,0
30408573,0
30409574,0
30420223,0
30420614,0
30501008,0
30501020,0
30501359,0
30501566,0
30501575,0
30501576,0
30501577,0
30501578,0
30501579,0
30501615,0
30501616,0
30501617,0
30501618,0
30501619,0
30502418,0
30502580,0
30502581,0
30502620,0
30502621,0
30503214,0
30503292,0
30503582,0
30503583,0
30503584,0
30503622,0
30503623,0
30503624,0
30504251,0
30504585,0
30504586,0
30504625,0
30504626,0
30505180,0
30505587,0
30505627,0
30506017,0
30506031,0
30506105,0
30506326,0
30506457,0
30506588,0
30506589,0
30506590,0
30506591,0
30506592,0
30506628,0
30506629,0
30506630,0
30506631,0
30506632,0
30506748,0
30507593,0
30507633,0
30507634,0
30507667,0
30508364,0
30508435,0
30508473,0
30508594,0
30508595,0
30508596,0
30508597,0
30508629,0
30508635,0
30508636,0
30508637,0
30508638,0
30601052,0
30601144,0
30601190,0
30601191,0
30601428,0
30601526,0
30601598,0
30601599,0
30601600,0
30601601,0
30601602,0
30601603,0
30601604,0
30601605,0
30601608,0
30601639,0
30601640,0
30601641,0
30601642,0
30601643,0
30601644,0
30601645,0
30601646,0
30601647,0
30601648,0
30601746,0
30602059,0
30602217,0
30602220,0
30602408,0
30602443,0
30602445,0
30602472,0
30602512,0
30602606,0
30602607,0
30602608,0
30602609,0
30602610,0
30602611,0
30602649,0
30602650,0
30602651,0
30602652,0
30602653,0
30602654,0
30602655,0
30602656,0
30602657,0
30602658,0
30602659,0
30602660,0
30602713,0
30602734,0
30603612,0
30603613,0
30603614,0
30603615,0
30620179,0
30620323,0
30620616,0
30620617,0
30620644,0
30620661,0
30620662,0
30701411,0
30701618,0
30701663,0
30702134,0
30702619,0
30702664,0
30703620,0
30703665,0
30703666,0
30704158,0
30704621,0
30704622,0
30704667,0
30705248,0
30705623,0
30705624,0
30705668,0
30705669,0
30706625,0
30706626,0
30706670,0
30706671,0
30706743,0
30707534,0
30707627,0
30707628,0
30707672,0
30707673,0
30707722,0
30708338,0
30708629,0
30708630,0
30708674,0
30708675,0
30708676,0
30709116,0
30709358,0
30709631,0
30709632,0
30709650,0
30709677,0
30709678,0
30709679,0
30709680,0
30709698,0
30710128,0
30710157,0
30710451,0
30710633,0
30710634,0
30710635,0
30710636,0
30710681,0
30710682,0
30710683,0
30710684,0
30711637,0
30711685,0
30712638,0
30713639,0
30713640,0
30720641,0
30720666,0
30720686,0
30801205,0
30801300,0
30801305,0
30801386,0
30801631,0
30801642,0
30801643,0
30801644,0
30801645,0
30801687,0
30801688,0
30801689,0
30801690,0
30801691,0
30801692,0
30801693,0
30802036,0
30802485,0
30802579,0
30802646,0
30802647,0
30802648,0
30802694,0
30802695,0
30802696,0
30803233,0
30803321,0
30803480,0
30803649,0
30803650,0
30803651,0
30803697,0
30803698,0
30803699,0
30804426,0
30804652,0
30804653,0
30804700,0
30804701,0
30805375,0
30805463,0
30805551,0
30805654,0
30805655,0
30805656,0
30805657,0
30805658,0
30805702,0
30805703,0
30805704,0
30805705,0
30806145,0
30806483,0
30806630,0
30806659,0
30806660,0
30806661,0
30806662,0
30806706,0
30806707,0
30806708,0
30806709,0
30807663,0
30808664,0
30820710,0
30901029,0
30901193,0
30901253,0
30901275,0
30901320,0
30901380,0
30901409,0
30901550,0
30901569,0
30901665,0
30901666,0
30901667,0
30901668,0
30901669,0
30901670,0
30901711,0
30901712,0
30901713,0
30901714,0
30901715,0
30901716,0
30901717,0
30901718,0
30901719,0
30901720,0
30901721,0
30901722,0
30901723,0
30901724,0
30901725,0
30901726,0
30901732,0
30901756,0
30902236,0
30902299,0
30902346,0
30902425,0
30902606,0
30902671,0
30902672,0
30902673,0
30902727,0
30902728,0
30902729,0
30902730,0
30902731,0
30903114,0
30903528,0
30903674,0
30903675,0
30903732,0
30903733,0
30903734,0
30904676,0
30904677,0
30905678,0
30905679,0
30905680,0
30905681,0
30905682,0
30906683,0
30906684,0
30906685,0
30906686,0
30920609,0
31001034,0
31001092,0
31001123,0
31001228,0
31001242,0
31001647,0
31001687,0
31001688,0
31001689,0
31001690,0
31001691,0
31001692,0
31001735,0
31001736,0
31001737,0
31001738,0
31001739,0
31001740,0
31001741,0
31001742,0
31002245,0
31002677,0
31002693,0
31002694,0
31002695,0
31002743,0
31002744,0
31003100,0
31003226,0
31003482,0
31003696,0
31003697,0
31003698,0
31003745,0
31003746,0
31003747,0
31003748,0
31003749,0
31003759,0
31004098,0
31004699,0
31004750,0
31004751,0
31005061,0
31005700,0
31005701,0
31005752,0
31006284,0
31006702,0
31006753,0
31006754,0
31007544,0
31007549,0
31007645,0
31007703,0
31007704,0
31007705,0
31007755,0
31007756,0
31007757,0
31008706,0
31010707,0
31020708,0
31020758,0
31101009,0
31101399,0
31101709,0
31101710,0
31101759,0
31101760,0
31102266,0
31102591,0
31102711,0
31102761,0
31104086,0
31104147,0
31104361,0
31104496,0
31104691,0
31104696,0
31104712,0
31104713,0
31104714,0
31104715,0
31104716,0
31104762,0
31104763,0
31104764,0
31104765,0
31104766,0
31104767,0
31104768,0
31105091,0
31105559,0
31105581,0
31105717,0
31105718,0
31105719,0
31105769,0
31105770,0
31105771,0
31106066,0
31106182,0
31106519,0
31106574,0
31106682,0
31106720,0
31106721,0
31106772,0
31106773,0
31106774,0
31106775,0
31106776,0
31107406,0
31107722,0
31107723,0
31107724,0
31107725,0
31107777,0
31108265,0
31108726,0
31108778,0
31109727,0
31109779,0
31110462,0
31110728,0
31110780,0
31120097,0
31120218,0
31120729,0
31120730,0
31120781,0
31120782,0
31201058,0
31201106,0
31201230,0
31201234,0
31201250,0
31201350,0
31201726,0
31201731,0
31201732,0
31201733,0
31201734,0
31201747,0
31201765,0
31201783,0
31201784,0
31201785,0
31201786,0
31201787,0
31201788,0
31201789,0
31201790,0
31201791,0
31201792,0
31201793,0
31201794,0
31201795,0
31202735,0
31202736,0
31202737,0
31202738,0
31203739,0
31203740,0
31203741,0
31204138,0
31204184,0
31204209,0
31204267,0
31204390,0
31204410,0
31204489,0
31204532,0
31204742,0
31204743,0
31204796,0
31204797,0
31204798,0
31204799,0
31204800,0
31204801,0
31204802,0
31204803,0
31204804,0
31205744,0
31205745,0
31205746,0
31206747,0
31207748,0
31208749,0
31208750,0
31209751,0
31220487,0
31220637,0
31220752,0
31220805,0
31220806,0
31221753,0
31301246,0
31301304,0
31301385,0
31301560,0
31301671,0
31301683,0
31301754,0
31301755,0
31301756,0
31301757,0
31301758,0
31301807,0
31301808,0
31301809,0
31301810,0
31301811,0
31301812,0
31302162,0
31302415,0
31302578,0
31302651,0
31302759,0
31302760,0
31302761,0
31302762,0
31302763,0
31302813,0
31302814,0
31302815,0
31302816,0
31302817,0
31303067,0
31303263,0
31303327,0
31303467,0
31303567,0
31303585,0
31303610,0
31303655,0
31303757,0
31303764,0
31303765,0
31303766,0
31303767,0
31303768,0
31303769,0
31303770,0
31303818,0
31303819,0
31303820,0
31303821,0
31303822,0
31303823,0
31303824,0
31303825,0
31303826,0
31304771,0
31304772,0
31304773,0
31306166,0
31306274,0
31306500,0
31306719,0
31306827,0
31306828,0
31306829,0
31306830,0
31431714,0
31431774,0
31431775,0
31431776,0
31431777,0
31431831,0
31431832,0
31432279,0
31432778,0
31432833,0
31432834,0
31433779,0
31433780,0
31433781,0
31433782,0
31434099,0
31434783,0
31434784,0
31434835,0
31435149,0
31435423,0
31435785,0
31435836,0
31435837,0
31435838,0
31435839,0
31436063,0
31436840,0
31436841,0
31437786,0
31437842,0
31438563,0
31438622,0
31438689,0
31438787,0
31438788,0
31438789,0
31438790,0
31438843,0
31438844,0
31438845,0
31439791,0
31439792,0
31439846,0
31440002,0
31440152,0
31440793,0
31440794,0
31440847,0
31441848,0
31441849,0
31442200,0
31442616,0
31442850,0
31442851,0
31443852,0
31443853,0
31444854,0
31531161,0
31531303,0
31531795,0
31531796,0
31531855,0
31531856,0
31532797,0
31532798,0
31532857,0
31533799,0
31533858,0
31534553,0
31534800,0
31534801,0
31534859,0
31535633,0
31535802,0
31535860,0
31535861,0
31536257,0
31536803,0
31536862,0
31536863,0
31537864,0
31538278,0
31539804,0
31539805,0
31539865,0
31539866,0
31540003,0
31540806,0
31540867,0
31541183,0
31541807,0
31541868,0
31544808,0
31544809,0
31544869,0
31546810,0
31546870,0
31547429,0
31547871,0
31548148,0
31548811,0
31548872,0
31548873,0
31549812,0
31550813,0
31551814,0
31551874,0
31552612,0
31552875,0
31553237,0
31553815,0
31553816,0
31553876,0
31554877,0
31555878,0
