ea_id,lsms_distroad,lsms_distpopctr,lsms_distadmarc,lsms_distauc,lsms_distboma,lsms_distborder,lsms_agpct,lsms_lcvr,lsms_aez,lsms_elev,weight,pweight,hh_members,pop,panelpop,wave
30709650,6.3080001,31.488667,8.3713331,25.679333,25.700666,10.413333,37.533333,37.5,313,843.40002,5924.05908203125,5924.05908203125,75,444304.44,444304.44,1
30709698,4.0143752,31.064375,6.04,26.106874,24.98875,5.75,16.9375,46.25,313,930.4375,3477.321533203125,3477.321533203125,53,184298.05,184298.05,1
30710079,1.568,26.577333,9.9313335,23.530001,31.384001,9.9266663,66.066666,14,313,1132.6666,5911.355895996094,5911.355895996094,53,313301.88,313301.88,1
30710128,4.2049999,18.596874,4.03125,11.98375,40.005623,21.6875,37.125,36.25,313,937.1875,5234.12939453125,5234.12939453125,59,308813.63,308813.63,1
30710157,5.13625,16.575001,5.2381248,16.51,43.745625,22.3125,41.4375,31.875,313,892.75,5111.11669921875,5111.11669921875,64,327111.47,327111.47,1
30710451,1.624375,29.0425,7.5787501,25.709375,28.79875,7.4562502,33.25,45,313,1037.1875,4030.575927734375,4030.575927734375,37,149131.31,149131.31,1
30711684,6.4593749,25.096251,4.0481248,25.788126,42.84,22.700001,37.625,30,313,617,6107.77099609375,6107.77099609375,58,354250.72,354250.72,1
30720666,.31083333,34.431667,.94749999,30.210833,22.295834,.80000001,66.416664,30,313,927.33331,3633.585693359375,3633.585693359375,52,188946.45,188946.45,1
30801205,8.0653334,59.754002,18.409334,53.141998,22.440001,7.3600001,18,48.75,313,592.20001,5823.6943359375,5823.6943359375,81,471719.25,471719.25,1
30801300,.41466665,72.106667,29.414667,65.242668,14.794666,11.42,40.866665,50,313,635.53333,3154.17919921875,3154.17919921875,64,201867.47,201867.47,1
30801305,.75,63.118668,23.336666,56.251999,23.065332,2.4066668,6.8666668,50,313,636.40002,3351.47998046875,3351.47998046875,74,248009.52,248009.52,1
30801386,9.017333,72.155998,18.705999,65.122665,14.522,15.106667,12.866667,50,313.625,917.40002,5277.57763671875,5277.57763671875,65,343042.53,343042.53,1
30801631,9.4521427,67.810715,26.337143,61.23,23.796429,11.285714,51.5,30,313,601.78571,4364.75830078125,4364.75830078125,72,314262.59,314262.59,1
30801672,14.643572,55.035,11.562143,48.897858,13.095,16.65,58.857143,30,313,563.35712,5453.50244140625,5453.50244140625,60,327210.16,327210.16,1
30801679,3.576,69.714668,28.99,62.930668,18.405333,9.5733328,30.799999,33.75,313,620.40002,5832.16796875,5832.16796875,70,408251.75,408251.75,1
30802036,15.048667,79.818665,9.4239998,78.232002,15.194667,30.620001,60,30,313,767.33331,5963.7216796875,5963.7216796875,82,489025.19,489025.19,1
30802485,2.4749999,83.553123,21.077499,76.551254,3.06125,24.025,19.1875,50,313,700.625,6083.185546875,6083.185546875,66,401490.25,401490.25,1
30802579,3.9253333,86.797333,20.82,79.783333,3.9286666,27.48,5.2666669,50,313,741.93335,6263.23046875,6263.23046875,80,501058.44,501058.44,1
30803115,4.1275001,49.778126,9.1743746,43.099998,22.75375,12.09375,46.5625,31.25,313,699.375,5789.17919921875,5789.17919921875,68,393664.19,393664.19,1
30803233,1.815625,52.247501,14.894375,45.311249,29.638124,8.9125004,44.625,30,313,733.0625,1332.740844726563,1332.740844726563,73,97290.078,97290.078,1
30803321,9.3225002,48.828125,6.5262499,42.740002,13.889375,19.28125,30.375,62.5,313,629.5625,8480.44140625,8480.44140625,71,602111.31,602111.31,1
30803480,5.5586667,52.642666,11.644,45.987999,22.049999,9.96,44.666668,36.25,313,653.59998,6073.9169921875,6073.9169921875,94,570948.19,570948.19,1
30804416,.68800002,42.664001,2.7106667,36.073334,22.993999,19.133333,53.266666,30,313,689,4387.92333984375,4387.92333984375,66,289602.94,289602.94,1
30804426,7.0233335,48.063332,7.2073336,41.798,16.718666,17.633333,25.6,111.25,313,644,6216.673828125,6216.673828125,54,335700.38,335700.38,1
30805259,4.2764287,52.527142,15.919286,45.521427,32.744286,10.278571,41.57143,30,313,758.14288,5351.57421875,5351.57421875,66,353203.91,353203.91,1
30805375,10.757334,45.48,9.7060003,38.509998,43.044666,23.986668,4,133.75,313,699.26666,4992.5517578125,4992.5517578125,69,344486.06,344486.06,1
30805463,11.99625,54.123123,13.5,47.089375,34.188751,17.25,18.5,92.5,313,724.3125,5660.13427734375,5660.13427734375,64,362248.59,362248.59,1
30805551,7.4230771,47.520771,10.139231,40.473846,37.93,18.299999,38.615383,42.5,313,713,5972.5234375,5972.5234375,70,418076.63,418076.63,1
30806145,23.85,35.919998,2.8371429,40.21143,55.074287,39.464287,29.785715,48.75,313,724.85712,4256.20654296875,4256.20654296875,69,293678.25,293678.25,1
30806483,.27307692,41.751537,6.0700002,34.744617,32.708462,19.930769,53.076923,30,313,691.69232,5830.3486328125,5830.3486328125,59,343990.56,343990.56,1
30806611,9.7133331,41.416668,7.1186666,34.469334,43.273998,26.860001,35.533333,30,313,713.86664,4602.4462890625,4602.4462890625,60,276146.78,276146.78,1
30806630,17.105625,37.095001,9.3074999,30.953125,53.59375,39.037498,5.375,123.75,313,770.8125,5311.23193359375,5311.23193359375,57,302740.22,302740.22,1
30901029,37.367332,47.370667,4.0040002,61.857334,45.105999,13.086667,56.133335,30,313,718.53333,3449.4208984375,3449.4208984375,68,234560.63,234560.63,1
30901054,29.476875,33.706875,5.4281249,62.014999,60.965,29.03125,45.5,30,313,654.75,2463.89599609375,2463.89599609375,86,211895.06,211895.06,1
30901193,35.125332,40.556667,14.068,71.515999,61.714668,30.733334,44.333332,35,313,631.20001,2940.811279296875,2940.811279296875,75,220560.84,220560.84,1
30901253,46.908669,53.054665,3.0413334,73.232666,47.540001,18.799999,43,30,313,652.59998,2176.142333984375,2176.142333984375,79,171915.25,171915.25,1
30901275,33.125713,57.41143,4.1057143,65.767143,35.270714,4.7071428,28.142857,61.875,313,791.07141,2680.337646484375,2680.337646484375,67,179582.63,179582.63,1
30901320,37.909374,54.040001,7.4450002,66.980003,40.391876,9.8187504,36.75,78.125,313,718.75,3379.39990234375,3379.39990234375,57,192625.8,192625.8,1
30901380,45.154999,49.945,6.7293749,72.618126,50.981876,21.375,20.5625,105.625,313,646,2937.632080078125,2937.632080078125,73,214447.14,214447.14,1
30901409,28.24,44.375999,6.1560001,51.495335,45.195335,15.28,35.866665,48.125,313,705.33331,3518.97119140625,3518.97119140625,54,190024.44,190024.44,1
30901475,34.688126,42.436249,8.2868748,56.404999,48.2225,16.49375,32.5,55,313,695.5625,2642.246337890625,2642.246337890625,77,203452.97,203452.97,1
30901550,22.514999,49.55125,4.4762502,49.495625,40.334373,13.8625,44.6875,30,313,719.1875,3279.654296875,3279.654296875,61,200058.91,200058.91,1
30901569,44.237499,54.9575,.98812503,73.115623,44.938751,16.762501,38.9375,50.625,313,664.5,3504.4736328125,3504.4736328125,66,231295.27,231295.27,1
30901603,33.459999,51.387501,7.9425001,61.168751,40.011875,7.9124999,28.125,105,313,732.0625,2337.85595703125,2337.85595703125,79,184690.63,184690.63,1
30901715,24.08,57.266666,6.5939999,57.825333,32.354,5.5599999,53.333332,30,313,745.46667,3238.74560546875,3238.74560546875,48,155459.78,155459.78,1
30901720,29.746876,54.294376,5.1549997,60.231251,36.230625,4.4250002,54.25,30,313,725.8125,3529.6015625,3529.6015625,53,187068.88,187068.88,1
30901732,28.125,60.610626,1.590625,64.431252,30.494999,2.09375,23.5,58.75,313,831.625,3540.52490234375,3540.52490234375,58,205350.44,205350.44,1
30901756,35.711876,39.540001,5.4668751,61.403126,53.928749,21.94375,31.3125,61.25,313,673.5625,2130.04638671875,2130.04638671875,72,153363.34,153363.34,1
30902236,28.837334,68.020668,4.6313334,75.193336,29.161333,12.366667,60,30,313,755.86664,3926.302490234375,3926.302490234375,65,255209.66,255209.66,1
30902299,36.348751,65.248749,3.375,78.166878,36.623749,15.9625,60,30,313,696.0625,3851.199951171875,3851.199951171875,79,304244.78,304244.78,1
30902346,19.319332,76.552002,5.3613334,77.681335,19.516666,18.299999,55.133335,30,313,744.26666,5235.61767578125,5235.61767578125,71,371728.84,371728.84,1
30902425,37.915001,66.3125,5.7668748,80.491875,38.142502,18.481251,58.125,30,313,659.8125,2157.318359375,2157.318359375,58,125124.47,125124.47,1
30902606,24.955,75.596878,6.07125,80.840622,25.071251,19.018749,53.375,30,313,701.3125,2475.598388671875,2475.598388671875,72,178243.08,178243.08,1
30903114,52.880665,59.579334,8.097333,88.167336,59.195335,34.540001,33.733334,59.375,313,657,2868.16162109375,2868.16162109375,96,275343.5,275343.5,1
30903528,45.999374,51.441875,5.2725,76.21125,53.19125,24.643749,44.375,43.75,313,642.6875,4370.806640625,4370.806640625,84,367147.75,367147.75,1
30920609,28.525,59.623749,.80124998,63.820625,31.410625,1.18125,39.75,36.25,313,777.5625,3518.822509765625,3518.822509765625,72,253355.22,253355.22,1
31001034,.87733334,55.32,2.4100001,79.57,50.240665,58.186668,.66666669,77.5,312,100.66666,5023.0322265625,5023.0322265625,66,331520.13,331520.13,1
31001092,16.27125,74.731873,13.13625,83.611252,68.648125,52.575001,14,129.375,312,284.375,5000.6669921875,5000.6669921875,64,320042.69,320042.69,1
31001123,5.8556252,67.536247,6.473125,68.281876,46.1325,45.275002,21.75,98.75,312,75.875,3643.98388671875,3643.98388671875,65,236858.95,236858.95,1
31001228,7.5124998,62.489376,9.3118753,83.475624,60.535625,56.987499,32.5625,36.25,312,196.375,3341.0927734375,3341.0927734375,66,220512.13,220512.13,1
31001242,8.8900003,61.043125,9.3125,62.373127,55.62875,31.4625,39.9375,30,312,114.75,5601.13623046875,5601.13623046875,66,369675,369675,1
31001333,18.646875,69.811249,13.275,71.932503,67.385628,37.724998,44.625,30,312,185.25,4468.140625,4468.140625,64,285961,285961,1
31001647,5.0568748,61.9175,4.9631252,72.717499,46.98875,50.71875,4.625,123.75,312,78.625,4878.08154296875,4878.08154296875,85,414636.94,414636.94,1
31001749,8.3643751,47.846874,4.6381249,88.443123,56.359375,67.131248,31.875,36.25,312,145.8125,3302.031982421875,3302.031982421875,87,287276.78,287276.78,1
31002169,.235,55.0425,1.9450001,55.383751,45.172501,29.90625,21.8125,119.375,312,69.75,3418.534423828125,3418.534423828125,68,232460.34,232460.34,1
31002245,.20666666,55.071335,2.5833333,55.327332,44.576668,30.286667,44.066666,30,312,68.666664,3225.31201171875,3225.31201171875,72,232222.47,232222.47,1
31002677,.39125001,51.362499,4.0012498,52.286251,47.725624,24.46875,53,30,312,78,5654.0400390625,5654.0400390625,71,401436.84,401436.84,1
31003100,23.807333,68.403336,7.382,74.499336,44.465332,43.459999,25.4,46.875,312,342.73334,4053.16162109375,4053.16162109375,64,259402.34,259402.34,1
31003226,6.6387501,68.943123,5.1556249,75.771873,26.5075,52.9375,47.5,31.25,312,530.8125,3030.956787109375,3030.956787109375,67,203074.11,203074.11,1
31003482,26.5425,55.063751,1.5237501,60.279999,52.84,25.40625,54,30,312,193.4375,3302.689697265625,3302.689697265625,72,237793.66,237793.66,1
31003759,22.61875,56.337502,5.7681251,60.223751,66.556877,22.7875,10.125,130,312,180.8125,5067.548828125,5067.548828125,86,435809.19,435809.19,1
31004098,3.920625,41.830002,7.3200002,42.685623,44.091251,18.09375,53.5,30,312,76.4375,4942.24169921875,4942.24169921875,62,306419,306419,1
31004312,5.78125,27.622499,6.3099999,28.85,44.583752,14.23125,36.625,32.5,312.6875,310.375,2522.0927734375,2522.0927734375,74,186634.86,186634.86,1
31005061,.200625,36.858124,6.32125,39.179375,51.209373,8.5062504,47,30,312,79.375,4988.82080078125,4988.82080078125,62,309306.88,309306.88,1
31006284,.41999999,31.505625,1.6275001,34.154373,51.450626,6.5437498,33.5,33.75,312,85.625,6435.41943359375,6435.41943359375,57,366818.91,366818.91,1
31006556,14.946876,17.88125,13.735625,24.338751,50.224377,22.15625,41,33.75,312,429.875,3946.112060546875,3946.112060546875,57,224928.39,224928.39,1
31007335,16.139999,56.400623,3.348125,54.608749,29.741249,40.674999,65,30,313,61.4375,5858.2080078125,5858.2080078125,87,509664.09,509664.09,1
31007544,15.006875,55.069374,4.2075,53.41,30.372499,39.018749,61.8125,29,313,61.75,5016.50537109375,5016.50537109375,88,441452.47,441452.47,1
31007549,9.9806252,37.283127,3.9325001,37.366875,39.13625,19.78125,16.5,45,313,108.6875,4588.26708984375,4588.26708984375,76,348708.31,348708.31,1
31007645,16.641333,45.383999,1.0906667,43.858002,29.770666,31.6,38.599998,30,313,95.066666,5000.16162109375,5000.16162109375,57,285009.22,285009.22,1
31101009,.44125,19.089375,2.29375,142.89188,5.0100002,19.262501,46.75,30,313,46.75,2520.03369140625,2520.03369140625,67,168842.25,168842.25,1
31101399,11.108125,25.414375,10.899375,142.3575,14.17125,25.581249,6.9375,50,313,531.3125,2906.516845703125,2906.516845703125,51,148232.36,148232.36,1
31102266,.38499999,10.970625,7.3112497,134.46812,13.44875,11.0625,37.625,30,313,50.0625,2936.332763671875,2936.332763671875,64,187925.3,187925.3,1
31102591,4.5218749,15.759376,5.8125,136.32062,12.599375,15.8625,57.25,30,313,130.4375,1632.708740234375,1632.708740234375,46,75104.602,75104.602,1
31104086,7.5275002,44.481251,8.3912497,80.673752,37.694374,44.862499,23.1875,35.625,313,53.625,2466.94091796875,2466.94091796875,65,160351.16,160351.16,1
31104147,19.001875,53.263748,19.261875,72.556877,26.553125,53.731251,58.1875,30,313,131.375,2088.360107421875,2088.360107421875,64,133655.05,133655.05,1
31104361,20.270624,57.466251,13.95125,67.848129,24.088749,57.981251,55.4375,30,313,187.125,2436.135986328125,2436.135986328125,72,175401.8,175401.8,1
31104496,22.835625,63.521252,2.8775001,60.861252,25.658125,65.231247,36.4375,33.75,313,74.0625,2537.69287109375,2537.69287109375,62,157336.95,157336.95,1
31104691,19.254375,58.893749,9.4431248,66.268753,26.298124,59.400002,43.9375,31.25,313,79.9375,2113.76171875,2113.76171875,69,145849.56,145849.56,1
31104696,22.18375,62.727501,5.098125,62.620625,25.608749,63.275002,40.375,30,313,73.75,2814.731201171875,2814.731201171875,80,225178.5,225178.5,1
31105091,3.3387501,22.36375,3.73,102.84187,45.285,22.575001,45.75,30,312.0625,117.875,2839.10400390625,2839.10400390625,59,167507.14,167507.14,1
31105559,1.969375,19.213751,4.7381248,106.71062,42.970001,19.393749,23.4375,98.75,312.75,51.75,2421.01611328125,2421.01611328125,60,145260.97,145260.97,1
31105581,1.115625,12.872499,1.5543751,113.63687,36.571877,13,37.0625,31.25,312,49.5625,3253.697509765625,3253.697509765625,71,231012.52,231012.52,1
31106066,6.563333,46.796001,4.4359999,87.875999,54.844666,47.100002,50.799999,30,312,134.93333,2722.4287109375,2722.4287109375,74,201459.72,201459.72,1
31106182,.205625,34.823124,6.0749998,90.804375,48.191875,35.137501,30.6875,30,312,53.125,2584.5966796875,2584.5966796875,57,147322.02,147322.02,1
31106519,.421875,39.026249,1.440625,87.293747,46.443127,39.34375,12.375,140,312,53.6875,2434.534423828125,2434.534423828125,65,158244.73,158244.73,1
31106574,.264,41.827999,1.8673333,85.028664,45.438,42.153336,16.666666,140,313,59.799999,2007.790405273438,2007.790405273438,84,168654.39,168654.39,1
31106682,2.6375,50.18,1.2781249,79.478127,45.013752,50.549999,60,30,312,69.375,3599.939208984375,3599.939208984375,73,262795.56,262795.56,1
31107406,.52375001,6.7537498,6.5162501,128.07062,19.876875,6.78125,58.5,29.375,312.0625,78.6875,3177.1630859375,3177.1630859375,64,203338.44,203338.44,1
31108265,3.846875,11.099375,10.778125,129.45313,18.90625,11.15625,32.4375,37.5,312,377.1875,1888.4912109375,1888.4912109375,58,109532.49,109532.49,1
31108703,.301875,9.2306252,9.1906252,132.30188,15.605,9.3125,60,30,312,53.9375,2600.568115234375,2600.568115234375,83,215847.16,215847.16,1
31110462,16.268572,30.049286,18.272142,102.64357,47.841427,30.214287,35.42857,55,312,166.21428,1361.846435546875,1361.846435546875,56,76263.398,76263.398,1
31120097,.215,.85000002,.88437498,125.48125,23.196875,.85000002,47.5625,30,313,55.3125,2423.3408203125,2423.3408203125,67,162363.83,162363.83,1
31120218,.65066665,1.8746667,2.118,126.71267,21.952667,1.8866667,48.933334,30,313,44.400002,2928.90234375,2928.90234375,67,196236.45,196236.45,1
31201007,5.8575001,5.0687499,12.58875,96.354378,47.821877,5.1062498,2.625,125.625,312,624.5,3897.956787109375,3897.956787109375,83,323530.41,323530.41,1
31201058,2.1187501,33.177502,4.55125,63.133125,57.663124,33.46875,42,42.5,312,543.5,2935.614501953125,2935.614501953125,71,208428.63,208428.63,1
31201104,1.478125,3.11625,5.4650002,84.191879,73.360001,27.275,41.9375,30,312,491.625,4340.55859375,4340.55859375,59,256092.95,256092.95,1
31201106,10.63125,17.546875,7.3337498,76.771248,65.608749,19.31875,37.75,30,312,546.25,3101.766357421875,3101.766357421875,69,214021.88,214021.88,1
31201197,14.426875,21.139999,13.583125,64.989998,78.721252,33.575001,17.4375,75.625,312,485.5,1687.100830078125,1687.100830078125,59,99538.945,99538.945,1
31201230,7.5500002,15.202667,7.5139999,77.498665,55.265999,15.346666,18.200001,111.25,312,584.46667,3713.76318359375,3713.76318359375,90,334238.69,334238.69,1
31201234,18.209286,27.365,15.886429,56.953571,74.909286,37.200001,38.5,30,312,477.64285,3194.158447265625,3194.158447265625,56,178872.88,178872.88,1
31201250,6.2049999,8.3406248,2.3331251,83.993126,52.615002,8.4125004,10.6875,123.75,312,604.5625,2842.052734375,2842.052734375,71,201785.75,201785.75,1
31201350,5.105,10.62125,4.2750001,83.798752,48.712502,10.70625,9.8125,93.75,312,629.5625,4891.56494140625,4891.56494140625,67,327734.84,327734.84,1
31201516,4.2693748,3.5174999,11.2375,95.519371,46.741875,3.54375,5,121.25,312,625.4375,3761.3232421875,3761.3232421875,84,315951.16,315951.16,1
31201726,3.6912501,14.11375,14.1625,91.290627,60.615002,14.475,9.25,73.75,312,623.9375,3894.535888671875,3894.535888671875,67,260933.91,260933.91,1
31201747,1.75375,6.3575001,6.026875,87.039375,53.40625,6.4000001,22.375,66.875,312,594.1875,4904.7666015625,4904.7666015625,60,294286,294286,1
31201765,.37187499,28.026875,1.38625,66.848747,60.815624,28.275,38.375,30,312,577.8125,2555.89599609375,2555.89599609375,72,184024.52,184024.52,1
31204138,2.0413334,3.1606667,6.5053334,87.652,72.583336,27.453333,17.733334,94.375,312,487.39999,2186.499267578125,2186.499267578125,66,144308.95,144308.95,1
31204184,12.575625,17.078751,14.513124,108.45062,45.657501,17.237499,.625,125.625,312,693.5,3294.63671875,3294.63671875,84,276749.5,276749.5,1
31204209,4.3562498,15.538125,18.1775,100.53,70.383751,29.418751,2.5,130,312,502.125,1577.580810546875,1577.580810546875,65,102542.75,102542.75,1
31204267,4.0656252,10.63875,13.16375,95.816254,70.124374,29.40625,6.875,117.5,312,493.5,3529.668701171875,3529.668701171875,61,215309.8,215309.8,1
31204390,4.4899998,24.890625,14.9025,108.685,60.278751,25.03125,9.625,60,312,601.5625,2933.667236328125,2933.667236328125,63,184821.03,184821.03,1
31204410,.17937501,32.1525,12.120625,116.82562,63.729374,34.224998,16.75,66.25,312,506.5625,4330.44140625,4330.44140625,68,294470,294470,1
31204489,3.7112501,23.643126,17.737499,106.24375,61.863125,24.4125,25.125,48.75,312,587.9375,2579.857666015625,2579.857666015625,72,185749.75,185749.75,1
31204532,8.2981253,25.3825,22.811251,110.615,63.754375,35.918751,41.125,30,312,492.6875,3274.003173828125,3274.003173828125,78,255372.25,255372.25,1
31204618,8.3981247,17.522501,21.255625,101.235,57.845627,17.59375,30.875,36.25,312,629.625,3878.217529296875,3878.217529296875,72,279231.66,279231.66,1
31220487,1.153125,.895625,7.6581249,91.959999,48.047501,.89375001,11.9375,126.875,312,632.125,3148.61279296875,3148.61279296875,71,223551.52,223551.52,1
31220637,.49687499,2.0550001,6.6350002,91.616875,46.411877,2.0687499,32.1875,48.75,312,649.5,1305.430419921875,1305.430419921875,80,104434.44,104434.44,1
31301246,30.749332,48.857334,7.7880001,78.575996,40.017334,15.846666,29.733334,38.75,322,1437,1310.991943359375,1310.991943359375,85,111434.31,111434.31,1
31301304,24.346251,61.352501,11.744375,73.128754,26.2325,9.9750004,9.875,50,312,1127.8125,1400.915161132813,1400.915161132813,74,103667.72,103667.72,1
31301385,17.512667,57.187332,2.8806667,63.192665,27.791334,2.5866666,5.4666667,60,312,781.33331,696.8287963867188,696.8287963867188,72,50171.672,50171.672,1
31301560,18.353125,57.820625,7.0518751,64.126251,22.44875,7.5500002,27.5625,41.875,312,756.875,1154.726440429688,1154.726440429688,79,91223.391,91223.391,1
31301671,14.60375,64.099373,12.091249,70.676872,16.328751,15.16875,12.75,51.875,312,1035,1829.0224609375,1829.0224609375,65,118886.46,118886.46,1
31301683,28.801876,48.342499,10.0425,75.888123,39.436249,13.6875,53.5,30,322,1283.0625,1103.958374023438,1103.958374023438,68,75069.172,75069.172,1
31302162,9.1043749,48.3675,2.74875,54.552498,27.035,11.2375,41.625,30,312,726.625,324.3008117675781,324.3008117675781,94,30484.275,30484.275,1
31302415,.84625,41.245625,5.8631248,48.157501,22.899376,26.456249,25.375,48.75,312,519.4375,621.47998046875,621.47998046875,67,41639.16,41639.16,1
31302578,13.8125,59.333748,10.596875,65.878746,17.188749,12.78125,35.3125,33.75,312,737.5625,622.4735717773438,622.4735717773438,79,49175.414,49175.414,1
31302651,7.0349998,46.920624,8.0562496,53.598125,20.63125,18.44375,19.875,91.875,312,570,2163.054443359375,2163.054443359375,83,179533.52,179533.52,1
31302761,8.9949999,55.737499,7.7381248,62.462502,13.9525,17.13125,20.625,50.625,312,681.3125,1049.521606445313,1049.521606445313,72,75565.555,75565.555,1
31303067,5.4212499,45.549999,.43812501,50.743752,39.476875,15.9625,23.9375,105.625,312,367.0625,890.0208129882813,890.0208129882813,82,72981.703,72981.703,1
31303263,8.9239998,35.640667,11.858666,54.276001,64.954666,38.066666,24,92.5,312,477.20001,418.1471862792969,418.1471862792969,80,33451.773,33451.773,1
31303327,2.9357142,46.235001,5.4857144,50.849998,44.927856,19.771429,53.57143,30,312,414,1375.571166992188,1375.571166992188,65,89412.125,89412.125,1
31303467,2.505625,41.628124,4.9700003,47.060001,38.040623,18.225,48.1875,36.25,312,379.1875,1085.124755859375,1085.124755859375,66,71618.234,71618.234,1
31303567,8.3113337,49.906002,4.5093331,54.934666,41.084667,14.486667,47.799999,30,312,393.06668,792.7056274414063,792.7056274414063,76,60245.629,60245.629,1
31303585,7.4260001,42.318668,11.585333,57.977333,48.624001,20.32,48.866665,30,312,430,1132.85595703125,1132.85595703125,74,83831.344,83831.344,1
31303610,3.420625,38.814377,10.95625,54.696251,59.316875,32.081249,53.375,30,312,500.5,1171.63037109375,1171.63037109375,83,97245.32,97245.32,1
31303655,.25125,39.206875,8.75875,44.982502,35.843124,19.625,33.75,30,312,359.1875,1022.323181152344,1022.323181152344,81,82808.18,82808.18,1
31303757,1.416,44.786667,10.974667,50.313999,52.566666,26.82,39.666668,67.5,312,475.93332,1353.894409179688,1353.894409179688,81,109665.45,109665.45,1
31306166,20.925625,46.018124,10.869375,68.210625,40.535625,11.05,10.625,64.375,312,1005.25,1256.771240234375,1256.771240234375,68,85460.445,85460.445,1
31306274,19.451876,48.818127,7.7318749,65.693748,37.916874,8.1687498,11.125,60,312,954.375,1172.662353515625,1172.662353515625,62,72705.063,72705.063,1
31306500,17.201334,52.270668,4.5633335,62.279999,35.049999,5.7533336,27.6,43.125,312,845.06665,1165.244750976563,1165.244750976563,69,80401.891,80401.891,1
31306719,15.753125,53.780624,3.8199999,60.806252,33.918751,5.4499998,23.625,45,312,818.8125,546.3215942382813,546.3215942382813,84,45891.016,45891.016,1
31431714,1.644375,1.900625,2.764375,52.571877,77.392502,1.90625,7.125,73.125,313,996.1875,1159.319946289063,1159.319946289063,72,83471.039,83471.039,1
31432279,2.1853845,1.6392307,3.3738461,54.064617,76.485382,1.6461538,0,59.375,323,1172.9231,570.5792236328125,570.5792236328125,60,34234.754,34234.754,1
31432523,1.759375,1.359375,2.933125,53.700626,76.595627,1.36875,1,60,321.125,1096.125,1257.1103515625,1257.1103515625,60,75426.625,75426.625,1
31432676,.23933333,.91466665,1.2640001,54.418667,75.141998,.92666668,3.0666666,64.375,313,962.73334,615.74560546875,615.74560546875,57,35097.5,35097.5,1
31434099,.34333333,5.9960003,5.1146665,58.554001,70.075333,6.02,52.866665,30,313,850.73334,1348.158447265625,1348.158447265625,83,111897.15,111897.15,1
31435120,.34866667,4.9826665,3.9560001,57.402,71.267334,4.9933333,38.466667,30,313,856,1248.293952941895,1248.293952941895,83,103608.4,103608.4,1
31435149,.07,5.526875,4.3874998,57.514999,70.973129,5.5374999,49.25,30,313,832.5,562.8911743164063,562.8911743164063,71,39965.273,39965.273,1
31435423,.298125,5.0425,4.2106252,57.620625,71.138748,5.0749998,42.8125,48.75,313,861.5625,780.9456176757813,780.9456176757813,87,67942.266,67942.266,1
31435753,.23625,5.2593751,4.3312502,57.670624,70.978127,5.2750001,44.5625,31.875,313,861,1234.734375,1234.734375,67,82727.203,82727.203,1
31436063,.73500001,4.3825002,3.16625,56.032501,72.58625,4.4000001,40.0625,31.875,313,861.625,1273.259155273438,1273.259155273438,70,89128.141,89128.141,1
31436695,.91250002,4.9312501,3.5131249,56.276875,72.144997,4.9499998,53.375,30,313,834.5625,976.7584228515625,976.7584228515625,79,77163.914,77163.914,1
31438563,.51437497,3.6893749,2.8125,51.259377,77.656876,3.7249999,23.75,54.375,313,930.5625,2893.660888671875,2893.660888671875,61,176513.31,176513.31,1
31438622,1.7681249,2.441875,1.591875,53.915001,75.425003,2.4625001,12,103.75,315.5,979.4375,1025.44482421875,1025.44482421875,67,68704.805,68704.805,1
31438689,1.380625,2.44625,.674375,53.748127,75.206253,2.4749999,9.625,130,313,894,330.8096008300781,330.8096008300781,63,20841.004,20841.004,1
31438690,2.2518749,3.628125,1.85625,54.129375,74.453751,3.6499999,28.0625,44.375,313,865.6875,893.4224243164063,893.4224243164063,66,58965.879,58965.879,1
31439102,1.021875,1.998125,.388125,53.8825,75.235626,2.0062499,7,130,313,899.625,645.0079956054688,645.0079956054688,76,49020.609,49020.609,1
31440002,.616,1.608,.95733333,53.519333,75.881996,1.62,6.1333332,130,313,930.13336,983.6336059570313,983.6336059570313,78,76723.422,76723.422,1
31440152,.34142858,1.0649999,.7564286,54.132141,75.328575,1.0714285,2.4285715,125.625,313,938,674.0784301757813,674.0784301757813,67,45163.254,45163.254,1
31441389,.745,2.5474999,1.310625,52.786877,76.230621,2.5625,16.875,130,313,895.0625,738.8543701171875,738.8543701171875,64,47286.68,47286.68,1
31442200,1.45,2.8956251,1.2375,53.186874,75.638123,2.90625,13.75,130,313,886.9375,105.926399230957,105.926399230957,74,7838.5537,7838.5537,1
31442394,.426,3.3453333,2.48,51.578667,77.402,3.3866668,21.466667,60.666668,313,914.46667,842.5979804992676,842.5979804992676,73,61509.652,61509.652,1
31442616,1.4075,3.223125,1.70875,52.658127,76.105003,3.2437501,18,130,313,916,1013.067199707031,1013.067199707031,78,79019.242,79019.242,1
31443108,1.641875,2.788125,1.124375,54.371876,74.487495,2.7874999,24.5,55,313,885.6875,644.4415893554688,644.4415893554688,81,52199.77,52199.77,1
31443270,1.82875,3.4549999,1.8,52.884377,75.773125,3.4875,22.625,61.25,313,910.6875,1518.379150390625,1518.379150390625,75,113878.44,113878.44,1
31531161,.36124998,5.7474999,5.0875001,8.8206253,59.699375,5.8000002,4.875,151.875,313,929,8657.9892578125,8657.9892578125,66,571427.31,571427.31,1
31531303,.46250001,5.8518753,5.109375,8.9668751,59.848751,5.90625,9.5,155.625,313,925.375,1848.336059570313,1848.336059570313,50,92416.805,92416.805,1
