ea_id,lsms_distroad,lsms_distpopctr,lsms_distadmarc,lsms_distauc,lsms_distboma,lsms_distborder,lsms_agpct,lsms_lcvr,lsms_aez,lsms_elev,weight,pweight,hh_members,pop,panelpop,wave
10220521,.3425,4.03125,2.1412499,169.71001,25.916876,4.0625,60,30,313,494,1749.582397460938,1749.582397460938,91,159212,159212,1
10220705,.156875,2.52125,1.58375,169.88376,25.584999,2.5374999,50.875,30,313,486.9375,3964.56640625,3964.56640625,76,301307.06,301307.06,1
10301026,.122,31.478666,16.252666,31.478666,85.235336,54.799999,0,50,323,1727.0667,2060.916748046875,2060.916748046875,45,92741.25,92741.25,1
10301306,.62266666,7.0959997,12.862667,7.0959997,94.506004,37.293335,8.9333334,103.75,323,1330.8667,1527.871948242188,1527.871948242188,72,110006.78,110006.78,1
10301347,15.32625,29.498125,3.8768749,29.498125,89.600624,41.087502,25.125,40,321.125,1255.8125,2113.748779296875,2113.748779296875,63,133166.17,133166.17,1
10301663,12.260625,23.236876,9.1593752,23.236876,108.35812,21.1625,21.625,46.25,313,592.5625,1691.961547851563,1691.961547851563,58,98133.773,98133.773,1
10301741,14.402667,24.321333,6.7026668,24.321333,105.37,23.873333,41.866665,36.5,313,625,976.459228515625,976.459228515625,60,58587.555,58587.555,1
10302010,1.9092857,51.785713,27.963572,58.087143,87.10643,49.185715,28,53.75,313,491.28571,1932.857543945313,1932.857543945313,101,195218.61,195218.61,1
10303454,2.1264286,47.028572,16.550714,47.028572,98.228569,34.857143,46.642857,30,313,532.57141,1983.721557617188,1983.721557617188,84,166632.61,166632.61,1
10304012,.16312499,47.210625,17.038126,47.210625,100.36875,33.4375,36.1875,35,313,526.75,1389.407958984375,1389.407958984375,102,141719.61,141719.61,1
10304360,1.851,43.237999,13.368999,43.237999,101.869,29.98,44.099998,31.25,313,503.70001,1547.385620117188,1547.385620117188,95,147001.64,147001.64,1
10304625,4.2635713,35.796429,9.6171427,35.796429,107.52214,21.842857,31.214285,43.125,313,523.92859,1920.371215820313,1920.371215820313,85,163231.55,163231.55,1
10305446,.54428571,55.529999,34.144287,80.594284,76.648575,72.26429,39.785713,70,313,526.5,2128.519592285156,2128.519592285156,87,185181.2,185181.2,1
10306417,.13538462,34.219231,2.2138462,34.219231,119.67,9.6000004,43.53846,30,313,567.46155,3332.65283203125,3332.65283203125,71,236618.34,236618.34,1
10306431,4.7126665,37.197334,4.9566665,37.197334,126.28933,5.46,67.866669,14,313,609.73334,1802.684814453125,1802.684814453125,84,151425.53,151425.53,1
10307413,.520625,37.663124,8.8793745,37.663124,114.16,16.625,19.3125,46.25,313,546.8125,2844.787109375,2844.787109375,115,327150.53,327150.53,1
10308129,.1976923,32.331539,3.2815385,32.331539,123.31538,4.9692307,23.23077,46.25,313,592.46155,2043.934448242188,2043.934448242188,81,165558.69,165558.69,1
10308636,5.9171429,28.315001,8.4142857,28.315001,119.05286,7.9428573,22.928572,114,313,617.64288,1465.342483520508,1465.342483520508,90,131880.83,131880.83,1
10309273,14.097333,28.540001,33.066002,28.540001,91.195999,41.313332,4.5333333,50,313,1093.2667,2687.622314453125,2687.622314453125,59,158569.72,158569.72,1
10309281,13.05875,30.061874,37.32,30.061874,95.935623,38.337502,28,75,313,498.125,2160.500732421875,2160.500732421875,79,170679.56,170679.56,1
10310469,9.2621431,11.561428,23.419287,11.561428,91.511429,34.807144,1,50,323,1371.5714,2236.847900390625,2236.847900390625,84,187895.22,187895.22,1
10312048,.34733334,13.61,19.261333,13.61,107.50467,20.046667,16.266666,50,313,785.59998,2402.027099609375,2402.027099609375,70,168141.89,168141.89,1
10312078,.27199998,23.675333,10.510667,23.675333,116.78,9.8400002,3.4666667,50,313,544.66669,546.6671752929688,546.6671752929688,76,41546.707,41546.707,1
10312187,.28133333,17.591333,20.838667,17.591333,106.1,20.360001,24.533333,42.5,313,701,1661.579223632813,1661.579223632813,81,134587.92,134587.92,1
10312600,5.80375,24.7675,7.7243748,24.7675,118.33188,11.25625,32.75,34.625,313,564.1875,1488.947143554688,1488.947143554688,87,129538.4,129538.4,1
10320227,2.8106668,33.904667,.42933333,33.904667,126.53933,.56,40.133335,31.25,313,497.13333,2203.337646484375,2203.337646484375,88,193893.72,193893.72,1
10401140,.435,61.818748,13.383125,61.818748,34.791248,13.44375,17.4375,133.125,313,1102.375,1656.974365234375,1656.974365234375,68,112674.26,112674.26,1
10401212,12.728125,72.091248,20.432501,72.091248,30.852499,20.25,51.5,30,317.375,1166.75,1696.46240234375,1696.46240234375,76,128931.14,128931.14,1
10401424,1.6833333,57.820667,11.236,57.820667,38.202667,11.453333,42.133335,36.875,313,1083.8,1801.25439453125,1801.25439453125,74,133292.83,133292.83,1
10401502,4.2259998,61.088001,15.978,61.088001,52.918667,15.54,45.799999,35.625,316.75,1131.9333,1920.140747070313,1920.140747070313,96,184333.52,184333.52,1
10401522,5.0212498,59.168125,19.915001,59.168125,35.525623,20.293751,36.75,55,313,1115.6875,2199.12158203125,2199.12158203125,107,235306.02,235306.02,1
10401541,.30533335,68.298668,21.109333,68.298668,26.600666,22.733334,48.933334,30,316.6875,1184.8667,1717.451171875,1717.451171875,64,109916.88,109916.88,1
10401604,3.5366666,73.795998,19.434,73.795998,22.723333,34.220001,38.200001,38.125,322,1241.6666,1071.800048828125,1071.800048828125,69,73954.203,73954.203,1
10401635,2.2737501,57.605,7.711875,57.605,40.368126,7.7249999,47.6875,30,313,1094.9375,684.465576171875,684.465576171875,67,45859.195,45859.195,1
10401742,.30437499,72.679375,17.498751,72.679375,22.1875,26.643749,47.5,30,322,1215.75,1412.678344726563,1412.678344726563,61,86173.383,86173.383,1
10402537,.26428571,79.830711,30.627144,79.830711,78.479286,47.292858,48.07143,39.25,313,501.71429,1706.564819335938,1706.564819335938,68,116046.41,116046.41,1
10403332,4.4438462,63.330769,19.584616,63.330769,55.067692,19.338461,59.307693,30,313,1073.6923,1782.303955078125,1782.303955078125,81,144366.63,144366.63,1
10403488,2.0406666,65.101334,24.013334,65.101334,60.237999,24.76,40.133335,37.5,313,1039.4667,1466.08154296875,1466.08154296875,84,123150.85,123150.85,1
10404186,.30000001,78.988754,14.889375,94.842499,79.243752,57.275002,47.1875,75.25,313,546.125,1368.93115234375,1368.93115234375,97,132786.33,132786.33,1
10404707,3.8675001,82.779999,26.755833,83.125832,69.269997,43.816666,3.9166667,63.75,322.375,1241.3334,1918.148803710938,1918.148803710938,70,134270.42,134270.42,1
10405213,8.8866663,83.019997,28.103333,83.688667,63.762001,41.299999,.93333334,58.125,323,1309,2318.35205078125,2318.35205078125,89,206333.33,206333.33,1
10405404,6.4143748,72.338753,13.55625,97.856247,72.376877,56.068748,33.375,38.75,319.25,1223.9375,1592.500854492188,1592.500854492188,74,117845.06,117845.06,1
10407068,11.78,50.746429,18.033571,50.746429,68.705002,23.85,5.9285712,50,323,1605.3572,1041.223999023438,1041.223999023438,77,80174.25,80174.25,1
10407194,.68437499,59.077499,17.55125,59.077499,58.975624,19.09375,58.3125,30,313,1071.6875,1907.671997070313,1907.671997070313,67,127814.02,127814.02,1
10407628,5.2843752,61.50375,24.986876,61.50375,67.328125,28.043751,2.125,50,323,1425.3125,1254.636840820313,1254.636840820313,77,96607.039,96607.039,1
10408441,4.98875,90.141876,1.92,90.141876,5.9175,42.537498,48.5,30,322,1257.5625,1792.100830078125,1792.100830078125,107,191754.78,191754.78,1
10409468,4.3693752,88.015625,4.8656249,88.015625,7.131875,42.818748,52.25,30,318.875,1218.375,1014.526428222656,1014.526428222656,77,78118.531,78118.531,1
