ea_id,district,distnum
30803697,Mulanje,17
30803698,Mulanje,17
30803699,Mulanje,17
30804416,Mulanje,17
30804426,Mulanje,17
30804652,Mulanje,17
30804653,Mulanje,17
30804700,Mulanje,17
30804701,Mulanje,17
30805259,Mulanje,17
30805375,Mulanje,17
30805463,Mulanje,17
30805551,Mulanje,17
30805654,Mulanje,17
30805655,Mulanje,17
30805656,Mulanje,17
30805657,Mulanje,17
30805658,Mulanje,17
30805702,Mulanje,17
30805703,Mulanje,17
30805704,Mulanje,17
30805705,Mulanje,17
30806145,Mulanje,17
30806483,Mulanje,17
30806611,Mulanje,17
30806630,Mulanje,17
30806659,Mulanje,17
30806660,Mulanje,17
30806661,Mulanje,17
30806662,Mulanje,17
30806706,Mulanje,17
30806707,Mulanje,17
30806708,Mulanje,17
30806709,Mulanje,17
30808664,Mulanje,17
30820710,Mulanje,17
30601052,Mwanza,18
30601144,Mwanza,18
30601190,Mwanza,18
30601191,Mwanza,18
30601428,Mwanza,18
30601526,Mwanza,18
30601598,Mwanza,18
30601599,Mwanza,18
30601600,Mwanza,18
30601601,Mwanza,18
30601602,Mwanza,18
30601603,Mwanza,18
30601604,Mwanza,18
30601605,Mwanza,18
30601608,Mwanza,18
30601639,Mwanza,18
30601640,Mwanza,18
30601641,Mwanza,18
30601642,Mwanza,18
30601643,Mwanza,18
30601644,Mwanza,18
30601645,Mwanza,18
30601646,Mwanza,18
30601647,Mwanza,18
30601648,Mwanza,18
30601746,Mwanza,18
30602059,Mwanza,18
30602217,Mwanza,18
30602220,Mwanza,18
30602235,Mwanza,18
30602408,Mwanza,18
30602443,Mwanza,18
30602445,Mwanza,18
30602472,Mwanza,18
30602512,Mwanza,18
30602606,Mwanza,18
30602607,Mwanza,18
30602608,Mwanza,18
30602609,Mwanza,18
30602610,Mwanza,18
30602611,Mwanza,18
30602649,Mwanza,18
30602650,Mwanza,18
30602651,Mwanza,18
30602652,Mwanza,18
30602653,Mwanza,18
30602654,Mwanza,18
30602655,Mwanza,18
30602656,Mwanza,18
30602657,Mwanza,18
30602658,Mwanza,18
30602659,Mwanza,18
30602660,Mwanza,18
30602713,Mwanza,18
30602734,Mwanza,18
30603612,Mwanza,18
30603613,Mwanza,18
30603614,Mwanza,18
30603615,Mwanza,18
30620179,Mwanza,18
30620196,Mwanza,18
30620323,Mwanza,18
30620616,Mwanza,18
30620617,Mwanza,18
30620644,Mwanza,18
30620661,Mwanza,18
30620662,Mwanza,18
31301246,Mwanza,18
31301304,Mwanza,18
31301385,Mwanza,18
31301560,Mwanza,18
31301671,Mwanza,18
31301683,Mwanza,18
31301754,Mwanza,18
31301755,Mwanza,18
31301756,Mwanza,18
31301757,Mwanza,18
31301758,Mwanza,18
31301807,Mwanza,18
31301808,Mwanza,18
31301809,Mwanza,18
31301810,Mwanza,18
31301811,Mwanza,18
31301812,Mwanza,18
31302162,Mwanza,18
31302415,Mwanza,18
31302578,Mwanza,18
31302651,Mwanza,18
31302759,Mwanza,18
31302760,Mwanza,18
31302761,Mwanza,18
31302762,Mwanza,18
31302763,Mwanza,18
31302813,Mwanza,18
31302814,Mwanza,18
31302815,Mwanza,18
31302816,Mwanza,18
31302817,Mwanza,18
31303067,Mwanza,18
31303327,Mwanza,18
31303467,Mwanza,18
31303567,Mwanza,18
31303585,Mwanza,18
31303610,Mwanza,18
31303655,Mwanza,18
31303757,Mwanza,18
31303764,Mwanza,18
31303765,Mwanza,18
31303766,Mwanza,18
31303767,Mwanza,18
31303768,Mwanza,18
31303769,Mwanza,18
31303770,Mwanza,18
31303818,Mwanza,18
31303819,Mwanza,18
31303820,Mwanza,18
31303821,Mwanza,18
31303822,Mwanza,18
31303823,Mwanza,18
31303824,Mwanza,18
31303825,Mwanza,18
31303826,Mwanza,18
31304771,Mwanza,18
31304772,Mwanza,18
31304773,Mwanza,18
31306166,Mwanza,18
31306274,Mwanza,18
31306500,Mwanza,18
31306719,Mwanza,18
31306827,Mwanza,18
31306828,Mwanza,18
31306829,Mwanza,18
31306830,Mwanza,18
10420188,Mzimba,19
10501055,Mzimba,19
10501190,Mzimba,19
10501191,Mzimba,19
10501192,Mzimba,19
10501196,Mzimba,19
10501197,Mzimba,19
10501198,Mzimba,19
10501199,Mzimba,19
10501216,Mzimba,19
10501505,Mzimba,19
10501709,Mzimba,19
10502043,Mzimba,19
10502193,Mzimba,19
10502194,Mzimba,19
10502195,Mzimba,19
10502196,Mzimba,19
10502197,Mzimba,19
10502200,Mzimba,19
10502201,Mzimba,19
10502202,Mzimba,19
10502203,Mzimba,19
10502268,Mzimba,19
10502439,Mzimba,19
10502593,Mzimba,19
10502730,Mzimba,19
10503204,Mzimba,19
10503205,Mzimba,19
10503206,Mzimba,19
10503211,Mzimba,19
10503367,Mzimba,19
10504198,Mzimba,19
10504207,Mzimba,19
10505136,Mzimba,19
10505151,Mzimba,19
10505199,Mzimba,19
10505200,Mzimba,19
10505201,Mzimba,19
10505208,Mzimba,19
10505209,Mzimba,19
10505210,Mzimba,19
10505231,Mzimba,19
10505310,Mzimba,19
10505508,Mzimba,19
10506127,Mzimba,19
10506202,Mzimba,19
10506203,Mzimba,19
10506204,Mzimba,19
10506211,Mzimba,19
10506212,Mzimba,19
10506548,Mzimba,19
10507175,Mzimba,19
10507205,Mzimba,19
10507213,Mzimba,19
10507214,Mzimba,19
10507344,Mzimba,19
10508206,Mzimba,19
10508207,Mzimba,19
10508215,Mzimba,19
10508216,Mzimba,19
10508369,Mzimba,19
10509208,Mzimba,19
10509217,Mzimba,19
10509319,Mzimba,19
10509474,Mzimba,19
10510209,Mzimba,19
10510218,Mzimba,19
10510388,Mzimba,19
10511210,Mzimba,19
10520219,Mzimba,19
10731213,Mzimba,19
10731231,Mzimba,19
10732047,Mzimba,19
10732070,Mzimba,19
10732192,Mzimba,19
10732214,Mzimba,19
10732232,Mzimba,19
10732233,Mzimba,19
10733215,Mzimba,19
10733234,Mzimba,19
10733235,Mzimba,19
10733465,Mzimba,19
10733640,Mzimba,19
10734216,Mzimba,19
10734217,Mzimba,19
10734236,Mzimba,19
10734237,Mzimba,19
10734238,Mzimba,19
10734239,Mzimba,19
10734370,Mzimba,19
10734393,Mzimba,19
10734407,Mzimba,19
10734762,Mzimba,19
10735130,Mzimba,19
10735173,Mzimba,19
10735240,Mzimba,19
10735241,Mzimba,19
10736053,Mzimba,19
10736174,Mzimba,19
10736218,Mzimba,19
10736242,Mzimba,19
10736243,Mzimba,19
10736244,Mzimba,19
10736245,Mzimba,19
10736377,Mzimba,19
10736466,Mzimba,19
10736596,Mzimba,19
10737199,Mzimba,19
10737219,Mzimba,19
10737220,Mzimba,19
10737221,Mzimba,19
10737246,Mzimba,19
10738222,Mzimba,19
10738223,Mzimba,19
10738224,Mzimba,19
10738247,Mzimba,19
10739225,Mzimba,19
10739226,Mzimba,19
10739248,Mzimba,19
10739309,Mzimba,19
10740227,Mzimba,19
10740228,Mzimba,19
10740229,Mzimba,19
10740230,Mzimba,19
10741249,Mzimba,19
10741504,Mzimba,19
10743250,Mzimba,19
10744039,Mzimba,19
10744154,Mzimba,19
10744251,Mzimba,19
10744252,Mzimba,19
10744253,Mzimba,19
10744649,Mzimba,19
10745234,Mzimba,19
10745235,Mzimba,19
10745236,Mzimba,19
10746033,Mzimba,19
10746244,Mzimba,19
10746254,Mzimba,19
10301026,Nkhata Bay,20
10301148,Nkhata Bay,20
10301149,Nkhata Bay,20
10301150,Nkhata Bay,20
10301151,Nkhata Bay,20
10301306,Nkhata Bay,20
10301347,Nkhata Bay,20
10301663,Nkhata Bay,20
10301741,Nkhata Bay,20
10302010,Nkhata Bay,20
10302152,Nkhata Bay,20
10302153,Nkhata Bay,20
10303153,Nkhata Bay,20
10303154,Nkhata Bay,20
10303454,Nkhata Bay,20
10304012,Nkhata Bay,20
10304154,Nkhata Bay,20
10304155,Nkhata Bay,20
10304156,Nkhata Bay,20
10304360,Nkhata Bay,20
10304625,Nkhata Bay,20
10305156,Nkhata Bay,20
10305157,Nkhata Bay,20
10305158,Nkhata Bay,20
10305446,Nkhata Bay,20
10306157,Nkhata Bay,20
10306158,Nkhata Bay,20
10306159,Nkhata Bay,20
10306160,Nkhata Bay,20
10306417,Nkhata Bay,20
10306431,Nkhata Bay,20
10307159,Nkhata Bay,20
10307161,Nkhata Bay,20
10307413,Nkhata Bay,20
10308129,Nkhata Bay,20
10308160,Nkhata Bay,20
10308162,Nkhata Bay,20
10308636,Nkhata Bay,20
10309161,Nkhata Bay,20
10309163,Nkhata Bay,20
10309164,Nkhata Bay,20
10309273,Nkhata Bay,20
10309281,Nkhata Bay,20
10310163,Nkhata Bay,20
10310165,Nkhata Bay,20
10310469,Nkhata Bay,20
10312048,Nkhata Bay,20
10312078,Nkhata Bay,20
10312164,Nkhata Bay,20
10312165,Nkhata Bay,20
10312166,Nkhata Bay,20
10312167,Nkhata Bay,20
10312168,Nkhata Bay,20
10312169,Nkhata Bay,20
10312187,Nkhata Bay,20
10312600,Nkhata Bay,20
10320168,Nkhata Bay,20
10320170,Nkhata Bay,20
10320171,Nkhata Bay,20
10320227,Nkhata Bay,20
20201109,Nkhotakota,21
20201206,Nkhotakota,21
20201261,Nkhotakota,21
20201262,Nkhotakota,21
20201263,Nkhotakota,21
20201264,Nkhotakota,21
20201265,Nkhotakota,21
20201266,Nkhotakota,21
20201269,Nkhotakota,21
20201280,Nkhotakota,21
20201281,Nkhotakota,21
20201282,Nkhotakota,21
20201283,Nkhotakota,21
20201284,Nkhotakota,21
20201285,Nkhotakota,21
20201354,Nkhotakota,21
20201450,Nkhotakota,21
20201646,Nkhotakota,21
20202268,Nkhotakota,21
20202286,Nkhotakota,21
20202343,Nkhotakota,21
20203135,Nkhotakota,21
20203269,Nkhotakota,21
20203287,Nkhotakota,21
20203288,Nkhotakota,21
20203289,Nkhotakota,21
20203290,Nkhotakota,21
20203291,Nkhotakota,21
20203494,Nkhotakota,21
20203656,Nkhotakota,21
20203694,Nkhotakota,21
20204124,Nkhotakota,21
20204270,Nkhotakota,21
20204271,Nkhotakota,21
20204272,Nkhotakota,21
20204292,Nkhotakota,21
20204293,Nkhotakota,21
20204712,Nkhotakota,21
20205207,Nkhotakota,21
20205273,Nkhotakota,21
20205294,Nkhotakota,21
20205295,Nkhotakota,21
20205296,Nkhotakota,21
20205297,Nkhotakota,21
20205298,Nkhotakota,21
20205484,Nkhotakota,21
20205525,Nkhotakota,21
20205634,Nkhotakota,21
20205700,Nkhotakota,21
20205721,Nkhotakota,21
20206243,Nkhotakota,21
20206274,Nkhotakota,21
20206275,Nkhotakota,21
20206276,Nkhotakota,21
20206277,Nkhotakota,21
20206278,Nkhotakota,21
20206279,Nkhotakota,21
20206280,Nkhotakota,21
20206299,Nkhotakota,21
20206300,Nkhotakota,21
20206362,Nkhotakota,21
20207281,Nkhotakota,21
20207282,Nkhotakota,21
20220038,Nkhotakota,21
20220153,Nkhotakota,21
20220283,Nkhotakota,21
20220301,Nkhotakota,21
20220302,Nkhotakota,21
31101009,Nsanje,22
31101399,Nsanje,22
31101709,Nsanje,22
31101710,Nsanje,22
31101759,Nsanje,22
31101760,Nsanje,22
31102266,Nsanje,22
31102591,Nsanje,22
31102711,Nsanje,22
31102761,Nsanje,22
31104086,Nsanje,22
31104147,Nsanje,22
31104361,Nsanje,22
31104496,Nsanje,22
31104691,Nsanje,22
31104696,Nsanje,22
31104712,Nsanje,22
31104713,Nsanje,22
31104714,Nsanje,22
31104715,Nsanje,22
31104716,Nsanje,22
31104762,Nsanje,22
31104763,Nsanje,22
31104764,Nsanje,22
31104765,Nsanje,22
31104766,Nsanje,22
31104767,Nsanje,22
31104768,Nsanje,22
31105091,Nsanje,22
31105559,Nsanje,22
31105581,Nsanje,22
31105717,Nsanje,22
31105718,Nsanje,22
31105719,Nsanje,22
31105769,Nsanje,22
31105770,Nsanje,22
31105771,Nsanje,22
31106066,Nsanje,22
31106182,Nsanje,22
31106519,Nsanje,22
31106574,Nsanje,22
31106682,Nsanje,22
31106720,Nsanje,22
31106721,Nsanje,22
31106772,Nsanje,22
31106773,Nsanje,22
31106774,Nsanje,22
31106775,Nsanje,22
31106776,Nsanje,22
31107406,Nsanje,22
31107722,Nsanje,22
31107723,Nsanje,22
31107724,Nsanje,22
31107725,Nsanje,22
31107777,Nsanje,22
31108265,Nsanje,22
31108703,Nsanje,22
31108726,Nsanje,22
31108778,Nsanje,22
31109727,Nsanje,22
31109779,Nsanje,22
31110462,Nsanje,22
31110728,Nsanje,22
31110780,Nsanje,22
31120097,Nsanje,22
31120218,Nsanje,22
31120729,Nsanje,22
31120730,Nsanje,22
31120781,Nsanje,22
31120782,Nsanje,22
20901232,Ntcheu,23
20901276,Ntcheu,23
20901429,Ntcheu,23
20901459,Ntcheu,23
20901460,Ntcheu,23
20901461,Ntcheu,23
20902430,Ntcheu,23
20902431,Ntcheu,23
20902437,Ntcheu,23
20902449,Ntcheu,23
20902461,Ntcheu,23
20902462,Ntcheu,23
20902463,Ntcheu,23
20902464,Ntcheu,23
20903432,Ntcheu,23
20903433,Ntcheu,23
20903434,Ntcheu,23
20903465,Ntcheu,23
20903466,Ntcheu,23
20903543,Ntcheu,23
20903583,Ntcheu,23
20904018,Ntcheu,23
20904160,Ntcheu,23
20904342,Ntcheu,23
20904435,Ntcheu,23
20904436,Ntcheu,23
20904467,Ntcheu,23
20904468,Ntcheu,23
20904469,Ntcheu,23
20904470,Ntcheu,23
20904602,Ntcheu,23
20905295,Ntcheu,23
20905437,Ntcheu,23
20905438,Ntcheu,23
20905471,Ntcheu,23
20906110,Ntcheu,23
20906439,Ntcheu,23
20906472,Ntcheu,23
20906473,Ntcheu,23
20906474,Ntcheu,23
20906524,Ntcheu,23
20906605,Ntcheu,23
20907238,Ntcheu,23
20907440,Ntcheu,23
20907475,Ntcheu,23
20908051,Ntcheu,23
20908088,Ntcheu,23
20908119,Ntcheu,23
20908293,Ntcheu,23
20908329,Ntcheu,23
20908441,Ntcheu,23
20908442,Ntcheu,23
20908476,Ntcheu,23
20908477,Ntcheu,23
20908478,Ntcheu,23
20908479,Ntcheu,23
20908480,Ntcheu,23
20908481,Ntcheu,23
20908538,Ntcheu,23
20909113,Ntcheu,23
20909443,Ntcheu,23
20909444,Ntcheu,23
20909482,Ntcheu,23
20910445,Ntcheu,23
20910446,Ntcheu,23
20910447,Ntcheu,23
20910448,Ntcheu,23
20911449,Ntcheu,23
20920450,Ntcheu,23
20920520,Ntcheu,23
20301075,Ntchisi,24
20301284,Ntchisi,24
20301303,Ntchisi,24
20301304,Ntchisi,24
20302285,Ntchisi,24
20302286,Ntchisi,24
20302305,Ntchisi,24
20302306,Ntchisi,24
20302432,Ntchisi,24
20302539,Ntchisi,24
20302592,Ntchisi,24
20303065,Ntchisi,24
20303287,Ntchisi,24
20303288,Ntchisi,24
20303289,Ntchisi,24
20303290,Ntchisi,24
20303291,Ntchisi,24
20303292,Ntchisi,24
20303307,Ntchisi,24
20303308,Ntchisi,24
20303309,Ntchisi,24
20303447,Ntchisi,24
20303654,Ntchisi,24
20304084,Ntchisi,24
20304164,Ntchisi,24
20304285,Ntchisi,24
20304293,Ntchisi,24
20304294,Ntchisi,24
20304310,Ntchisi,24
20304311,Ntchisi,24
20304312,Ntchisi,24
20304313,Ntchisi,24
20304314,Ntchisi,24
20304315,Ntchisi,24
20304662,Ntchisi,24
20304680,Ntchisi,24
20305023,Ntchisi,24
20305172,Ntchisi,24
20305295,Ntchisi,24
20305296,Ntchisi,24
20305297,Ntchisi,24
20305298,Ntchisi,24
20305299,Ntchisi,24
20305301,Ntchisi,24
20305316,Ntchisi,24
20305317,Ntchisi,24
20305318,Ntchisi,24
20305319,Ntchisi,24
20305320,Ntchisi,24
20305321,Ntchisi,24
20305340,Ntchisi,24
20305382,Ntchisi,24
20305717,Ntchisi,24
20306272,Ntchisi,24
20306296,Ntchisi,24
20306300,Ntchisi,24
20306322,Ntchisi,24
20306323,Ntchisi,24
20306324,Ntchisi,24
20306325,Ntchisi,24
20306433,Ntchisi,24
20306557,Ntchisi,24
20307301,Ntchisi,24
20307302,Ntchisi,24
20307303,Ntchisi,24
20320304,Ntchisi,24
20320326,Ntchisi,24
20320675,Ntchisi,24
30901029,Phalombe,25
30901054,Phalombe,25
30901193,Phalombe,25
30901253,Phalombe,25
30901275,Phalombe,25
30901320,Phalombe,25
30901380,Phalombe,25
30901409,Phalombe,25
30901475,Phalombe,25
30901550,Phalombe,25
30901569,Phalombe,25
30901603,Phalombe,25
30901665,Phalombe,25
30901666,Phalombe,25
30901667,Phalombe,25
30901668,Phalombe,25
30901669,Phalombe,25
30901670,Phalombe,25
30901711,Phalombe,25
30901712,Phalombe,25
30901713,Phalombe,25
30901714,Phalombe,25
30901715,Phalombe,25
30901716,Phalombe,25
30901717,Phalombe,25
30901718,Phalombe,25
30901719,Phalombe,25
30901720,Phalombe,25
30901721,Phalombe,25
30901722,Phalombe,25
30901723,Phalombe,25
30901724,Phalombe,25
30901725,Phalombe,25
30901726,Phalombe,25
30901732,Phalombe,25
30901756,Phalombe,25
30902236,Phalombe,25
30902299,Phalombe,25
30902346,Phalombe,25
30902425,Phalombe,25
30902606,Phalombe,25
30902671,Phalombe,25
30902672,Phalombe,25
30902673,Phalombe,25
30902727,Phalombe,25
30902728,Phalombe,25
30902729,Phalombe,25
30902730,Phalombe,25
30902731,Phalombe,25
30903114,Phalombe,25
30903528,Phalombe,25
30903674,Phalombe,25
30903675,Phalombe,25
30903732,Phalombe,25
30903733,Phalombe,25
30903734,Phalombe,25
30904676,Phalombe,25
30904677,Phalombe,25
30905678,Phalombe,25
30905679,Phalombe,25
30905680,Phalombe,25
30905681,Phalombe,25
30905682,Phalombe,25
30906683,Phalombe,25
30906684,Phalombe,25
30906685,Phalombe,25
30906686,Phalombe,25
30920609,Phalombe,25
10401140,Rumphi,26
10401169,Rumphi,26
10401170,Rumphi,26
10401171,Rumphi,26
10401172,Rumphi,26
10401173,Rumphi,26
10401174,Rumphi,26
10401175,Rumphi,26
10401176,Rumphi,26
10401177,Rumphi,26
10401178,Rumphi,26
10401179,Rumphi,26
10401180,Rumphi,26
10401212,Rumphi,26
10401424,Rumphi,26
10401502,Rumphi,26
10401522,Rumphi,26
10401541,Rumphi,26
10401604,Rumphi,26
10401635,Rumphi,26
10401742,Rumphi,26
10402181,Rumphi,26
10402537,Rumphi,26
10403175,Rumphi,26
10403176,Rumphi,26
10403177,Rumphi,26
10403182,Rumphi,26
10403183,Rumphi,26
10403332,Rumphi,26
10403488,Rumphi,26
10404179,Rumphi,26
10404184,Rumphi,26
10404185,Rumphi,26
10404186,Rumphi,26
10404707,Rumphi,26
10405180,Rumphi,26
10405181,Rumphi,26
10405187,Rumphi,26
10405213,Rumphi,26
10405404,Rumphi,26
10407068,Rumphi,26
10407182,Rumphi,26
10407183,Rumphi,26
10407188,Rumphi,26
10407189,Rumphi,26
10407190,Rumphi,26
10407194,Rumphi,26
10407628,Rumphi,26
10408185,Rumphi,26
10408191,Rumphi,26
10408192,Rumphi,26
10408441,Rumphi,26
10409186,Rumphi,26
10409468,Rumphi,26
10410187,Rumphi,26
10420001,Rumphi,26
10420035,Rumphi,26
10420080,Rumphi,26
10420189,Rumphi,26
10420193,Rumphi,26
10420194,Rumphi,26
10420195,Rumphi,26
20404342,Salima,27
20501111,Salima,27
20501326,Salima,27
20501327,Salima,27
20501328,Salima,27
20501330,Salima,27
20501351,Salima,27
20501352,Salima,27
20501353,Salima,27
20501664,Salima,27
20502159,Salima,27
20502240,Salima,27
20502329,Salima,27
20502330,Salima,27
20502331,Salima,27
20502332,Salima,27
20502354,Salima,27
20502355,Salima,27
20502356,Salima,27
20502357,Salima,27
20502740,Salima,27
20502758,Salima,27
20503239,Salima,27
20503333,Salima,27
20503358,Salima,27
20503476,Salima,27
20504334,Salima,27
20504335,Salima,27
20504359,Salima,27
20504360,Salima,27
20504373,Salima,27
20504729,Salima,27
20505317,Salima,27
20505336,Salima,27
20505337,Salima,27
20505361,Salima,27
20505362,Salima,27
20505363,Salima,27
20505648,Salima,27
20506338,Salima,27
20506339,Salima,27
20506364,Salima,27
20506412,Salima,27
20507089,Salima,27
20507340,Salima,27
20507341,Salima,27
20507342,Salima,27
20507343,Salima,27
20507365,Salima,27
20507366,Salima,27
20507367,Salima,27
20507368,Salima,27
20507369,Salima,27
20507371,Salima,27
20507422,Salima,27
20507459,Salima,27
20507571,Salima,27
20508344,Salima,27
20508345,Salima,27
20508349,Salima,27
20508370,Salima,27
20508547,Salima,27
20509346,Salima,27
20509371,Salima,27
20510584,Salima,27
20520255,Salima,27
20520347,Salima,27
20520372,Salima,27
20520373,Salima,27
20520582,Salima,27
20521348,Salima,27
20521374,Salima,27
30501579,Thyolo,28
30701411,Thyolo,28
30701618,Thyolo,28
30701663,Thyolo,28
30702134,Thyolo,28
30702619,Thyolo,28
30702664,Thyolo,28
30703381,Thyolo,28
30703620,Thyolo,28
30703665,Thyolo,28
30703666,Thyolo,28
30704158,Thyolo,28
30704313,Thyolo,28
30704621,Thyolo,28
30704622,Thyolo,28
30704667,Thyolo,28
30705248,Thyolo,28
30705391,Thyolo,28
30705623,Thyolo,28
30705624,Thyolo,28
30705668,Thyolo,28
30705669,Thyolo,28
30706619,Thyolo,28
30706625,Thyolo,28
30706626,Thyolo,28
30706670,Thyolo,28
30706671,Thyolo,28
30706743,Thyolo,28
30707534,Thyolo,28
30707627,Thyolo,28
30707628,Thyolo,28
30707672,Thyolo,28
30707673,Thyolo,28
30707722,Thyolo,28
30708338,Thyolo,28
30708629,Thyolo,28
30708630,Thyolo,28
30708665,Thyolo,28
30708674,Thyolo,28
30708675,Thyolo,28
30708676,Thyolo,28
30709116,Thyolo,28
30709358,Thyolo,28
30709438,Thyolo,28
30709631,Thyolo,28
30709632,Thyolo,28
30709650,Thyolo,28
30709677,Thyolo,28
30709678,Thyolo,28
30709679,Thyolo,28
30709680,Thyolo,28
30709698,Thyolo,28
30710079,Thyolo,28
30710128,Thyolo,28
30710157,Thyolo,28
30710451,Thyolo,28
30710633,Thyolo,28
30710634,Thyolo,28
30710635,Thyolo,28
30710636,Thyolo,28
30710681,Thyolo,28
30710682,Thyolo,28
30710683,Thyolo,28
30710684,Thyolo,28
30711637,Thyolo,28
30711684,Thyolo,28
30711685,Thyolo,28
30712638,Thyolo,28
30713639,Thyolo,28
30713640,Thyolo,28
30720641,Thyolo,28
30720666,Thyolo,28
30720686,Thyolo,28
30803321,Thyolo,28
31004312,Thyolo,28
30301531,Zomba,29
30301554,Zomba,29
30301567,Zomba,29
30301568,Zomba,29
30301569,Zomba,29
30301576,Zomba,29
30301590,Zomba,29
30302283,Zomba,29
30302357,Zomba,29
30302532,Zomba,29
30302533,Zomba,29
30302534,Zomba,29
30302535,Zomba,29
30302536,Zomba,29
30302570,Zomba,29
30302571,Zomba,29
30302572,Zomba,29
30302573,Zomba,29
30302574,Zomba,29
30302601,Zomba,29
30302687,Zomba,29
30302692,Zomba,29
30304139,Zomba,29
30304143,Zomba,29
30304537,Zomba,29
30304538,Zomba,29
30304575,Zomba,29
30304576,Zomba,29
30304577,Zomba,29
30305082,Zomba,29
30305258,Zomba,29
30305277,Zomba,29
30305506,Zomba,29
30305539,Zomba,29
30305540,Zomba,29
30305561,Zomba,29
30305578,Zomba,29
30305579,Zomba,29
30305580,Zomba,29
30305581,Zomba,29
30305582,Zomba,29
30306024,Zomba,29
30306056,Zomba,29
30306087,Zomba,29
30306460,Zomba,29
30306541,Zomba,29
30306542,Zomba,29
30306555,Zomba,29
30306583,Zomba,29
30306584,Zomba,29
30306585,Zomba,29
30306586,Zomba,29
30306587,Zomba,29
30306588,Zomba,29
30307543,Zomba,29
30307544,Zomba,29
30307545,Zomba,29
30307546,Zomba,29
30307547,Zomba,29
30307577,Zomba,29
30307589,Zomba,29
30307590,Zomba,29
30307678,Zomba,29
30308548,Zomba,29
30309549,Zomba,29
30309550,Zomba,29
30311551,Zomba,29
30311552,Zomba,29
30406613,Zomba,29
30406710,Zomba,29
30502456,Zomba,29
31431714,Zomba,29
31431774,Zomba,29
31431775,Zomba,29
31431776,Zomba,29
31431777,Zomba,29
31431831,Zomba,29
31431832,Zomba,29
31432279,Zomba,29
31432523,Zomba,29
31432676,Zomba,29
31432778,Zomba,29
31432833,Zomba,29
31432834,Zomba,29
31433779,Zomba,29
31433780,Zomba,29
31433781,Zomba,29
31433782,Zomba,29
31434099,Zomba,29
31434783,Zomba,29
31434784,Zomba,29
31434835,Zomba,29
31435120,Zomba,29
31435149,Zomba,29
31435423,Zomba,29
31435753,Zomba,29
31435785,Zomba,29
31435836,Zomba,29
31435837,Zomba,29
31435838,Zomba,29
31435839,Zomba,29
31436063,Zomba,29
31436695,Zomba,29
31436840,Zomba,29
31436841,Zomba,29
31437786,Zomba,29
31437842,Zomba,29
31438563,Zomba,29
31438622,Zomba,29
31438689,Zomba,29
31438690,Zomba,29
31438787,Zomba,29
31438788,Zomba,29
31438789,Zomba,29
31438790,Zomba,29
31438843,Zomba,29
31438844,Zomba,29
31438845,Zomba,29
31439102,Zomba,29
31439791,Zomba,29
31439792,Zomba,29
31439846,Zomba,29
31440002,Zomba,29
31440152,Zomba,29
31440793,Zomba,29
31440794,Zomba,29
31440847,Zomba,29
31441389,Zomba,29
31441848,Zomba,29
31441849,Zomba,29
31442200,Zomba,29
31442394,Zomba,29
31442616,Zomba,29
31442850,Zomba,29
31442851,Zomba,29
31443108,Zomba,29
31443270,Zomba,29
31443852,Zomba,29
31443853,Zomba,29
31444854,Zomba,29
