enum_old,population,enum
30101903,29.56998742,30102003
30102001,2219.349102,30102101
30102002,1941.045704,30102102
30102003,1437.854107,30102103
30102004,1920.804041,30102104
30102005,1483.320895,30102105
30102006,1331.474225,30102106
30102007,1666.13243,30102107
30102008,2234.122245,30102108
30102009,1775.866708,30102109
30102010,2242.618433,30102110
30102011,2255.245241,30102111
30102012,1688.973164,30102112
30102013,1649.797465,30102113
30102014,1951.164941,30102114
30102015,1417.600163,30102115
30102016,1786.687676,30102116
30102017,1722.95261,30102117
30102018,1598.946823,30102118
30102019,1648.779314,30102119
30102020,924.87127,30102120
30102021,1065.310182,30102121
30102022,1234.739117,30102122
30102023,1844.508701,30102123
30102024,2344.132022,30102124
30102025,2845.787145,30102125
30102026,1351.399393,30102126
30102027,1541.114211,30102127
30102028,1876.201309,30102128
30102029,1499.900247,30102129
30102030,1864.375863,30102130
30102031,1419.815176,30102131
30102032,1046.564269,30102132
30102033,2241.409882,30102133
30102034,1196.962067,30102134
30102035,1667.422515,30102135
30102036,1786.155708,30102136
30102037,926.7971971,30102137
30102038,1879.659751,30102138
30102039,1533.994926,30102139
30102040,1223.144873,30102140
30102041,350.0520665,30102141
30102042,1466.492366,30102142
30102043,2077.866948,30102143
30102044,2309.04164,30102144
30102045,1816.009556,30102145
30102046,1801.612291,30102146
30102047,1703.529093,30102147
30102048,1916.765293,30102148
30102049,1530.743198,30102149
30102050,1841.72871,30102150
30102051,824.89805,30102151
30102052,1462.130952,30102152
30102053,1243.929108,30102153
30102054,877.4280666,30102154
30102055,1107.022554,30102155
30102056,1440.28583,30102156
30102057,1469.850429,30102157
30102058,645.5712611,30102158
30102059,2065.968257,30102159
30102060,879.6134095,30102160
30102061,1047.308211,30102161
30102062,1498.319806,30102162
30102063,992.6188504,30102163
30102064,983.8436201,30102164
30102065,1119.036707,30102165
30102066,1714.916481,30102166
30102067,714.2583497,30102167
30102068,1408.606146,30102168
30102069,1362.075825,30102169
30102070,1298.286999,30102170
30102071,1213.205746,30102171
30102072,1513.905785,30102172
30102073,2069.70799,30102173
30102074,1092.896705,30102174
30102075,1698.504654,30102175
30102076,1509.392442,30102176
30102077,1028.644786,30102177
30102078,1368.56013,30102178
30102079,1610.685011,30102179
30102080,1196.626979,30102180
30102081,1695.580153,30102181
30102082,2487.920118,30102182
30102083,2114.246861,30102183
30102084,2429.794647,30102184
30102801,916.9982216,30102901
30102802,1294.943397,30102902
30102803,2720.237843,30102903
30102804,2195.774419,30102904
30102903,331.2178193,30103003
30103001,988.2044772,30103101
30103002,1426.505905,30103102
30103003,445.1134357,30103103
30103004,2.958229748,30103104
30103005,4848.347906,30103105
30103006,1935.288436,30103106
30103007,787.5068124,30103107
30103008,299.4683937,30103108
30103009,2009.550175,30103109
30103010,1896.618372,30103110
30103011,707.1673173,30103111
30103012,1872.766336,30103112
30103013,1728.302487,30103113
30103014,1555.56679,30103114
30103015,2140.126731,30103115
30103016,1544.958769,30103116
30103017,2352.542232,30103117
30103018,1677.099882,30103118
30103019,1465.107286,30103119
30103020,1201.560218,30103120
30103021,2222.057454,30103121
30103022,1280.687105,30103122
30103023,1847.696858,30103123
30103024,2092.103184,30103124
30103025,1338.517256,30103125
30103026,1977.648876,30103126
30103027,2329.968855,30103127
30103028,4364.60662,30103128
30103029,1426.135548,30103129
30103030,2241.870821,30103130
30103031,2454.187872,30103131
30103032,1863.633507,30103132
30103033,1396.321083,30103133
30103034,1528.588654,30103134
30103035,1834.255766,30103135
30103036,1634.483067,30103136
30103037,1475.151558,30103137
30103038,1631.523584,30103138
30103039,1299.820089,30103139
30103040,1221.296841,30103140
30103041,1635.211017,30103141
30103042,1711.200126,30103142
30103043,1958.444299,30103143
30103044,1475.424163,30103144
30103045,2415.804947,30103145
30103046,1790.195792,30103146
30103047,2479.171241,30103147
30103048,1011.036747,30103148
30103049,3496.029018,30103149
30103050,1763.713813,30103150
30103051,1288.958972,30103151
30103052,1250.38602,30103152
30103053,1302.675628,30103153
30103054,2417.031799,30103154
30103055,3051.403609,30103155
30103056,2093.449033,30103156
30103057,1901.905125,30103157
30103058,1567.561421,30103158
30103059,2222.77817,30103159
30103060,1680.091004,30103160
30103061,1414.159801,30103161
30103062,2233.887661,30103162
30103063,1161.252711,30103163
30103064,1887.858072,30103164
30103065,1443.453333,30103165
30103066,1779.647233,30103166
30103067,1224.862778,30103167
30103068,2387.719271,30103168
30103069,2715.649119,30103169
30103070,2038.282813,30103170
30103071,1666.530135,30103171
30103072,1848.250965,30103172
30103901,0.688517578,30104001
30104001,1024.904129,30104101
30104002,2064.313847,30104102
30104003,1029.338815,30104103
30104004,877.1036245,30104104
30104005,1033.272519,30104105
30104006,334.5555742,30104106
30104007,901.2579323,30104107
30104008,3037.362346,30104108
30104009,1961.542983,30104109
30104010,1648.503704,30104110
30104011,1501.495616,30104111
30104012,1777.635018,30104112
30104013,1172.45182,30104113
30104014,1729.859999,30104114
30104015,780.7953893,30104115
30104016,917.8532637,30104116
30104017,2326.008814,30104117
30104018,1252.754876,30104118
30104019,1547.481519,30104119
30104020,1222.197896,30104120
30104021,1041.5771,30104121
30104022,2034.59604,30104122
30104023,1437.469417,30104123
30104024,1088.39271,30104124
30104025,2022.067234,30104125
30104026,1276.174893,30104126
30104027,1027.233153,30104127
30104028,570.7527776,30104128
30104029,1778.812574,30104129
30104030,709.8836921,30104130
30104031,850.1662855,30104131
30104032,2756.498479,30104132
30104033,1328.269136,30104133
30104034,3053.220023,30104134
30104035,751.6038558,30104135
30104036,1492.972798,30104136
30104037,1095.302928,30104137
30104038,2768.43085,30104138
30104039,2611.757329,30104139
30104040,754.621387,30104140
30104041,1842.528214,30104141
30104042,1205.281799,30104142
30104043,1701.914763,30104143
30104044,1508.621604,30104144
30104045,1349.680776,30104145
30104046,1910.552828,30104146
30104047,1700.414946,30104147
30104048,1565.303496,30104148
30104049,1723.598331,30104149
30104050,1812.930571,30104150
30104051,1387.054759,30104151
30104052,1583.135939,30104152
30104053,1868.804252,30104153
30104054,1666.282098,30104154
30104055,1256.278625,30104155
30104801,1695.171395,30104901
30104802,1915.834569,30104902
30104803,1617.457444,30104903
30104804,3372.005349,30104904
30104901,149.2932622,30105001
30104907,142.4540679,30105007
30105001,1047.674161,30105101
30105002,822.9422491,30105102
30105003,1915.962508,30105103
30105004,1629.227671,30105104
30105005,1146.926366,30105105
30105006,2405.173924,30105106
30105007,1040.423604,30105107
30105008,1924.199197,30105108
30105009,1184.728962,30105109
30105010,1603.118332,30105110
30105011,1212.028457,30105111
30105012,1077.514138,30105112
30105013,1819.233961,30105113
30105014,1704.219748,30105114
30105015,2298.351023,30105115
30105016,1499.225416,30105116
30105017,1339.71191,30105117
30105018,1440.584561,30105118
30105019,2594.01019,30105119
30105020,1976.690345,30105120
30105021,1903.913938,30105121
30105022,1352.907463,30105122
30105023,1042.116375,30105123
30105024,4750.135583,30105124
30105025,1527.440199,30105125
30105026,1327.528684,30105126
30105027,1071.99963,30105127
30105028,2071.294883,30105128
30105029,1357.951846,30105129
30105030,2422.735763,30105130
30105031,1245.253248,30105131
30105032,1538.342473,30105132
30105033,1568.835027,30105133
30105034,1599.928459,30105134
30105035,1992.753579,30105135
30105036,1790.656371,30105136
30105037,1957.474044,30105137
30105038,1910.070184,30105138
30105039,3117.15423,30105139
30105040,1723.161835,30105140
30105041,1513.789179,30105141
30105042,2120.88301,30105142
30105043,1910.944393,30105143
30105044,2431.587986,30105144
30105045,2054.748119,30105145
30105046,2024.470129,30105146
30105047,807.9206197,30105147
30105048,1593.308277,30105148
30105049,1928.961796,30105149
30105050,876.6805921,30105150
30105051,1862.962033,30105151
30105052,2307.838904,30105152
30105053,861.9018894,30105153
30105054,1896.494861,30105154
30105055,1141.023964,30105155
30105056,2352.5886,30105156
30105057,1456.402675,30105157
30105902,545.4550417,30106002
30106001,2045.159487,30106101
30106002,1591.974146,30106102
30106003,2067.91305,30106103
30106004,1706.236193,30106104
30106005,1932.366991,30106105
30106006,2266.796089,30106106
30106007,2201.065175,30106107
30106008,2082.398175,30106108
30106009,1993.081924,30106109
30106010,1731.855042,30106110
30106011,2076.802664,30106111
30106012,1681.012254,30106112
30106013,1956.577118,30106113
30106014,2194.817829,30106114
30106015,1633.958511,30106115
30106016,915.1904943,30106116
30106017,986.3074002,30106117
30106018,2287.744586,30106118
30106019,931.5385948,30106119
30106020,977.8375522,30106120
30106021,950.4037342,30106121
30106022,1556.396304,30106122
30106023,1966.762507,30106123
30106024,1634.629969,30106124
30106025,1220.041693,30106125
30106026,775.0069612,30106126
30106027,1045.944776,30106127
30106028,1699.398274,30106128
30106029,1984.93671,30106129
30106030,1067.921405,30106130
30106031,1546.907261,30106131
30106032,1659.697645,30106132
30106033,1107.712799,30106133
30106034,276.1889607,30106134
30106035,2452.950623,30106135
30106036,1207.014105,30106136
30106037,954.7646806,30106137
30106038,1396.891705,30106138
30106039,1621.153506,30106139
30106040,2618.510795,30106140
30106041,605.5696598,30106141
30106042,1569.713434,30106142
30106043,1901.458447,30106143
30106044,2079.292414,30106144
30106045,600.0153222,30106145
30106046,1583.230218,30106146
30106047,1835.744166,30106147
30106048,1759.644472,30106148
30106049,888.0968566,30106149
30106050,1377.867452,30106150
30106051,1831.267688,30106151
30106052,1898.714511,30106152
30106053,2573.293911,30106153
30106054,1427.48773,30106154
30106055,2132.740538,30106155
30106056,1198.027643,30106156
30106057,1153.970228,30106157
30106058,1267.08884,30106158
30106059,1527.401355,30106159
30106060,2187.54782,30106160
30106061,1357.745827,30106161
30106062,2056.345597,30106162
30106063,2244.164168,30106163
30106064,2383.896031,30106164
30106065,2679.779955,30106165
30106066,4149.769011,30106166
30106067,2080.902996,30106167
30106068,1493.609852,30106168
30106069,2970.191649,30106169
30106070,1156.554348,30106170
30106071,1405.962759,30106171
30106072,1882.35193,30106172
30106073,2109.462974,30106173
30106074,1029.546785,30106174
30106075,1806.787563,30106175
30106076,3547.612857,30106176
30106801,2096.541746,30106901
30106802,1982.32684,30106902
30106902,55.56114896,30107002
30106903,132.1684937,30107003
30106908,469.3373303,30107008
30107001,560.2189947,30107101
30107002,1110.393028,30107102
30107003,386.4321322,30107103
30107004,1075.670131,30107104
30107005,649.3800717,30107105
30107006,860.2161431,30107106
30107007,833.5182822,30107107
30107008,1394.61897,30107108
30107009,1181.738513,30107109
30107010,1979.139099,30107110
30107011,906.3865365,30107111
30107012,999.3575416,30107112
30107013,1524.578336,30107113
30107014,1175.955735,30107114
30107015,1369.982901,30107115
30107016,874.7478218,30107116
30107017,747.4329768,30107117
30107018,2009.399127,30107118
30107019,1151.239255,30107119
30107020,2280.810775,30107120
30107021,1594.312526,30107121
30107022,1685.134972,30107122
30107023,1098.728411,30107123
30107024,1010.386805,30107124
30107025,820.8195915,30107125
30107026,889.6026286,30107126
30107027,2035.166332,30107127
30107028,1396.42756,30107128
30107029,1126.2587,30107129
30107030,842.8805061,30107130
30107031,938.6916152,30107131
30107032,1268.116385,30107132
30107033,1858.688203,30107133
30107034,1786.998905,30107134
30107035,1550.504727,30107135
30107036,1545.697432,30107136
30107037,1387.8958,30107137
30107038,1976.063051,30107138
30107039,846.1920666,30107139
30107040,1282.35214,30107140
30107041,1851.942449,30107141
30107042,1440.685919,30107142
30107043,1648.937461,30107143
30107044,1931.927575,30107144
30107045,1400.547526,30107145
30107046,1907.641029,30107146
30107903,106.0304252,30108003
30107904,227.2485687,30108004
30107905,51.4371542,30108005
30107906,152.1749108,30108006
30107907,85.58865443,30108007
30107908,69.91556343,30108008
30107909,75.000182,30108009
30107910,19.66551877,30108010
30108001,2006.444003,30108101
30108002,1463.516434,30108102
30108003,1332.296901,30108103
30108004,2311.433461,30108104
30108005,2268.761505,30108105
30108006,2255.669538,30108106
30108007,1774.058361,30108107
30108008,1349.583916,30108108
30108009,2168.147065,30108109
30108010,1146.058129,30108110
30108011,1774.870588,30108111
30108012,581.6149814,30108112
30108013,798.7985283,30108113
30108014,1252.431346,30108114
30108015,2295.42341,30108115
30108016,2666.958393,30108116
30108017,2374.003254,30108117
30108018,1596.257596,30108118
30108019,1678.840755,30108119
30108020,1615.161489,30108120
30108021,1970.512733,30108121
30108022,1250.921141,30108122
30108023,2801.126214,30108123
30108024,2200.387804,30108124
30108025,2048.698846,30108125
30108026,2305.105815,30108126
30108027,1027.05904,30108127
30108028,1202.971107,30108128
30108029,2086.75129,30108129
30108030,2300.297173,30108130
30108031,1829.984191,30108131
30108032,2314.999018,30108132
30108033,2237.107429,30108133
30108034,1915.671202,30108134
30108035,2079.564969,30108135
30108036,1360.191288,30108136
30108037,1990.046128,30108137
30108038,3175.277754,30108138
30108039,1585.55602,30108139
30108040,1894.550449,30108140
30108041,1895.301883,30108141
30108042,2100.803326,30108142
30108801,2777.977182,30108901
30108802,1271.986598,30108902
30108803,1291.96747,30108903
30108901,2260.392433,30109001
30109001,2556.715553,30109101
30109002,2532.934216,30109102
30109003,1180.690244,30109103
30109004,2332.795146,30109104
30109005,1759.892833,30109105
30109006,1997.34193,30109106
30109007,754.6276462,30109107
30109008,2478.625557,30109108
30109009,1428.975101,30109109
30109010,904.2500948,30109110
30109011,1347.604763,30109111
30109012,3511.239034,30109112
30109013,1949.026595,30109113
30109014,1543.683199,30109114
30109015,2508.680471,30109115
30109016,2164.562062,30109116
30109017,2516.130487,30109117
30109018,1917.267887,30109118
30109019,1111.496013,30109119
30109020,1518.681203,30109120
30109021,1301.742736,30109121
30109902,1504.627471,30110002
30111901,219.3712842,30112001
30111902,0,30112002
30111904,0,30112004
30111905,0,30112005
30111907,5.024223745,30112007
30111908,83.37362278,30112008
30111909,743.9238873,30112009
30111910,0,30112010
30120701,1320.531881,30120801
30120702,1110.794063,30120802
30120703,1854.701407,30120803
30120704,3149.577782,30120804
30120705,2382.374723,30120805
30120706,3524.846409,30120806
30120707,1636.180882,30120807
30120708,2169.46307,30120808
30120709,3572.932741,30120809
30120710,2012.189362,30120810
30120711,556.8595324,30120811
30120712,4141.035753,30120812
30120713,3659.904751,30120813
30120714,3687.706157,30120814
30120715,1287.072033,30120815
30120716,4371.498186,30120816
30120717,1451.457321,30120817
30120718,3056.236448,30120818
30120719,3370.459626,30120819
30121801,1398.902087,30121901
30121802,1222.021517,30121902
30121803,1927.848129,30121903
30121804,2854.53074,30121904
30121805,2734.040333,30121905
30121806,3729.480283,30121906
30121807,2381.050627,30121907
30199920,222.7899961,30200020
30201001,1549.816155,30201101
30201002,1627.223956,30201102
30201003,2027.412893,30201103
30201004,2280.64106,30201104
30201005,1202.01309,30201105
30201006,2304.197352,30201106
30201007,2309.918972,30201107
30201008,2006.304954,30201108
30201009,991.3712184,30201109
30201010,3003.228903,30201110
30201011,1561.545426,30201111
30201012,1105.321959,30201112
30201013,1981.586678,30201113
30201014,2402.440824,30201114
30201015,1052.064774,30201115
30201016,806.9087675,30201116
30201017,2987.613961,30201117
30201018,1886.677933,30201118
30201019,2012.351206,30201119
30201020,1798.571819,30201120
30201021,882.0484481,30201121
30201022,1259.127599,30201122
30201023,1238.347221,30201123
30201024,1880.667662,30201124
30201025,954.0080091,30201125
30201026,1193.423844,30201126
30201027,946.8844163,30201127
30201028,1257.697272,30201128
30201029,1772.224,30201129
30201030,2012.004493,30201130
30201031,1017.087903,30201131
30201032,1956.974287,30201132
30201033,1536.37264,30201133
30201034,1609.693986,30201134
30201035,1156.630239,30201135
30201036,1509.649254,30201136
30201037,1383.011415,30201137
30201038,352.2525137,30201138
30201039,699.7557097,30201139
30201040,2505.250417,30201140
30201041,1219.084861,30201141
30201042,1124.219351,30201142
30201043,1714.184321,30201143
30201044,1568.341659,30201144
30201045,892.5689833,30201145
30201046,1210.557971,30201146
30201047,2002.82312,30201147
30201048,1219.071871,30201148
30201049,1023.83514,30201149
30201050,1791.897517,30201150
30201051,1890.020216,30201151
30201052,1859.705033,30201152
30201053,1301.094567,30201153
30201054,863.0077341,30201154
30201055,2446.077025,30201155
30201056,1191.105709,30201156
30201057,2359.090254,30201157
30201058,1956.271144,30201158
30201059,785.9818609,30201159
30201060,1787.028706,30201160
30201801,3198.930887,30201901
30201802,1753.121864,30201902
30201901,749.1011101,30202001
30202001,1506.424041,30202101
30202002,1248.328061,30202102
30202003,1550.910464,30202103
30202004,980.5772295,30202104
30202005,1346.08573,30202105
30202006,1474.419147,30202106
30202007,1399.981114,30202107
30202008,933.8288114,30202108
30202009,1428.108565,30202109
30202010,778.2815095,30202110
30202011,934.3476651,30202111
30202012,1172.5089,30202112
30202013,2015.010097,30202113
30202014,1543.677789,30202114
30202015,1296.464222,30202115
30202016,801.8278824,30202116
30202017,2540.800164,30202117
30202018,863.0674876,30202118
30202019,919.2207535,30202119
30202020,1596.39927,30202120
30202021,598.210225,30202121
30202022,891.3756053,30202122
30202023,913.887964,30202123
30202024,1800.262193,30202124
30202025,1510.459841,30202125
30202026,2145.984264,30202126
30202027,1046.782772,30202127
30202028,933.0377963,30202128
30202029,1696.990975,30202129
30202030,1590.733029,30202130
30202031,1314.054891,30202131
30202032,1362.332327,30202132
30202033,1590.676438,30202133
30202034,1237.311854,30202134
30202035,1837.83795,30202135
30202801,408.8404176,30202901
30202901,61.37915948,30203001
30202902,359.2796407,30203002
30203001,2113.058254,30203101
30203002,1763.000703,30203102
30203003,2516.515275,30203103
30203004,1515.521954,30203104
30203005,1873.245133,30203105
30203006,1272.079772,30203106
30203007,2018.780848,30203107
30203008,1711.519616,30203108
30203009,2210.762065,30203109
30203010,1385.614962,30203110
30203011,1498.856323,30203111
30203012,2151.560213,30203112
30203013,1396.621325,30203113
30203014,1923.571771,30203114
30203015,2023.427441,30203115
30203016,1157.88606,30203116
30203017,1839.302385,30203117
30203018,713.1771959,30203118
30203019,1996.725298,30203119
30203020,2274.818844,30203120
30203021,2005.800127,30203121
30203022,1859.029846,30203122
30203023,2090.026473,30203123
30203024,1150.294663,30203124
30203025,2153.541703,30203125
30203026,1237.428168,30203126
30203027,1866.459584,30203127
30203028,1155.169091,30203128
30203029,2726.399955,30203129
30203030,2085.507274,30203130
30203031,1715.201278,30203131
30203032,1685.28121,30203132
30203033,1298.476119,30203133
30203034,405.3664641,30203134
30203035,757.0551634,30203135
30203036,1748.115813,30203136
30203037,1880.999193,30203137
30203038,895.6847846,30203138
30203039,1949.456352,30203139
30203040,1444.626197,30203140
30203041,1801.819254,30203141
30203042,1544.619358,30203142
30203043,1586.779834,30203143
30203044,1251.591454,30203144
30203045,1779.908776,30203145
30203046,1383.942108,30203146
30203047,532.1771322,30203147
30203048,1504.022987,30203148
30203049,1579.39904,30203149
30203050,2418.198425,30203150
30203051,1361.13899,30203151
30203052,2188.56336,30203152
30203053,1503.47006,30203153
30203054,1688.603449,30203154
30203055,860.4615302,30203155
30203056,1288.701051,30203156
30203057,2011.775192,30203157
30203058,1927.977545,30203158
30203059,1019.0201,30203159
30203060,1594.278183,30203160
30203061,1328.43163,30203161
30203062,1599.774384,30203162
30203063,1369.657054,30203163
30203064,1195.184628,30203164
30203065,1317.909868,30203165
30203066,2034.767208,30203166
30203067,927.5528057,30203167
30203068,1266.176072,30203168
30203069,1592.587885,30203169
30203070,1293.992322,30203170
30203071,1944.667876,30203171
30203072,2258.636213,30203172
30203073,1639.471352,30203173
30203074,1992.404333,30203174
30203075,1498.905244,30203175
30203076,864.3927464,30203176
30203077,1219.493455,30203177
30203078,1468.079228,30203178
30203079,1423.972486,30203179
30203080,2397.261855,30203180
30203081,1713.442564,30203181
30203802,1641.427303,30203902
30203803,2315.857854,30203903
30203804,927.33369,30203904
30203805,2882.048933,30203905
30203806,2036.133244,30203906
30204001,993.8785235,30204101
30204002,1197.571936,30204102
30204003,1348.393681,30204103
30204004,2273.038502,30204104
30204005,1420.902871,30204105
30204006,1551.014538,30204106
30204007,1562.229713,30204107
30204008,1837.533289,30204108
30204009,1914.204043,30204109
30204010,2166.760359,30204110
30204011,1629.918962,30204111
30204012,2007.559896,30204112
30204013,1952.777568,30204113
30204014,1865.908613,30204114
30204015,1252.792022,30204115
30204016,1678.980289,30204116
30204903,198.3259943,30205003
30205001,1008.554538,30205101
30205002,1449.636541,30205102
30205003,1582.488011,30205103
30205004,1340.922585,30205104
30205005,641.0031048,30205105
30205006,1489.417508,30205106
30205007,1923.947269,30205107
30205008,1738.715036,30205108
30205009,1531.477153,30205109
30205010,1034.729511,30205110
30205011,844.4689257,30205111
30205012,2550.847666,30205112
30205013,3820.444978,30205113
30205014,1054.663041,30205114
30205015,1419.175649,30205115
30205016,1091.560338,30205116
30205017,1451.541937,30205117
30205905,927.8839141,30206005
30206001,636.7464249,30206101
30206002,1721.69368,30206102
30206003,4751.66366,30206103
30206004,1411.433482,30206104
30206005,1107.290123,30206105
30206006,1267.960454,30206106
30206007,2268.972872,30206107
30206008,2483.462585,30206108
30206009,2099.891503,30206109
30206010,1803.127054,30206110
30206011,1207.464349,30206111
30206012,733.8769486,30206112
30206013,1386.232552,30206113
30206014,1414.18812,30206114
30206015,1931.580918,30206115
30206016,1882.992436,30206116
30206017,2132.301498,30206117
30206018,1253.702532,30206118
30206019,1007.047049,30206119
30206020,1873.143912,30206120
30206021,1805.449171,30206121
30206022,1111.971528,30206122
30206023,1281.137698,30206123
30206024,1759.115119,30206124
30206025,1183.092843,30206125
30206026,675.8843523,30206126
30206027,1514.818603,30206127
30206028,2413.688866,30206128
30206801,3739.437561,30206901
30206904,475.435435,30207004
30207001,3148.182614,30207101
30207002,2621.986086,30207102
30207003,1370.924533,30207103
30207004,2341.527194,30207104
30207005,1386.653287,30207105
30207006,1170.661328,30207106
30207007,1589.938058,30207107
30207008,1680.698528,30207108
30207009,2035.111548,30207109
30207010,748.6520261,30207110
30207011,1409.951827,30207111
30207012,2225.096744,30207112
30207013,758.8350732,30207113
30207014,2653.014978,30207114
30207015,2059.634456,30207115
30207016,2154.696177,30207116
30207017,1734.895723,30207117
30207018,1769.426683,30207118
30207019,2381.20423,30207119
30207020,754.5479409,30207120
30207021,1904.018738,30207121
30207022,2362.787779,30207122
30207023,1913.603263,30207123
30207024,1920.975141,30207124
30207025,1892.654822,30207125
30207026,1095.67297,30207126
30207027,1320.167932,30207127
30207028,1336.446322,30207128
30207029,1279.158679,30207129
30207030,1942.206859,30207130
30207031,1586.076711,30207131
30207032,1370.262342,30207132
30207033,1706.398081,30207133
30207034,3627.685965,30207134
30207801,2006.471968,30207901
30207802,2534.829071,30207902
30207803,1317.649475,30207903
30208001,1202.833691,30208101
30208002,1682.793018,30208102
30208003,1718.796385,30208103
30208004,1655.109664,30208104
30208005,1564.732409,30208105
30208006,1454.650134,30208106
30208007,1777.007931,30208107
30208008,2424.353873,30208108
30208009,1754.948823,30208109
30208010,1990.412406,30208110
30208011,1872.887736,30208111
30208012,1626.2124,30208112
30208013,2108.958602,30208113
30208014,1374.332812,30208114
30208015,1802.991643,30208115
30208016,2024.518546,30208116
30208017,1200.994842,30208117
30208018,854.4298736,30208118
30208019,1628.890125,30208119
30209001,1661.316126,30209101
30209002,2141.889326,30209102
30209003,1682.763747,30209103
30209004,1500.101368,30209104
30209005,1967.750447,30209105
30209006,1932.596266,30209106
30209007,1773.422377,30209107
30209008,1738.857974,30209108
30209009,1705.681266,30209109
30209010,2724.375347,30209110
30209011,2448.416353,30209111
30209801,2821.060262,30209901
30210001,2455.658681,30210101
30210002,1379.003248,30210102
30210003,1760.676144,30210103
30210004,1538.788369,30210104
30210005,1192.294825,30210105
30210006,382.0415241,30210106
30210007,2349.367321,30210107
30210008,992.6320156,30210108
30210009,1707.871585,30210109
30210010,1651.196281,30210110
30210011,1170.720633,30210111
30210012,1322.357097,30210112
30210013,2244.152475,30210113
30210014,1239.903339,30210114
30210015,2844.241555,30210115
30210016,2704.172233,30210116
30210017,1152.00766,30210117
30210018,1661.179106,30210118
30210019,1241.291938,30210119
30210020,1381.950883,30210120
30210021,2091.641633,30210121
30210022,1350.54686,30210122
30210023,510.2125846,30210123
30210024,634.3762554,30210124
30210025,2422.377235,30210125
30210026,829.1596131,30210126
30210027,1658.062649,30210127
30210028,2507.158251,30210128
30210029,1810.895712,30210129
30210030,1936.446747,30210130
30210031,1167.089979,30210131
30210032,1335.914131,30210132
30210033,2525.065925,30210133
30210034,1815.072566,30210134
30210035,1361.76745,30210135
30210036,1846.199612,30210136
30210037,1623.09197,30210137
30211901,1648.332959,30212001
30220701,1481.524586,30220801
30221771,1955.707458,30221871
30221772,3115.67497,30221872
30221773,1968.262465,30221873
30221774,810.1151991,30221874
30221775,528.3672527,30221875
30221776,2633.476628,30221876
30221777,2560.964108,30221877
30221778,3177.631842,30221878
30221779,401.6125579,30221879
30221780,763.7766969,30221880
30221781,1172.665646,30221881
30221782,2172.185774,30221882
30221783,1326.374159,30221883
30221784,3185.820049,30221884
30221785,2499.951833,30221885
30299930,0.073611483,30300030
30299940,17.32404011,30300040
30301001,1218.291889,30301101
30301002,1130.057617,30301102
30301003,1277.438335,30301103
30301004,1204.360864,30301104
30301005,1266.295157,30301105
30301006,1379.966806,30301106
30301007,2216.885146,30301107
30301008,1398.855334,30301108
30301009,1983.485218,30301109
30301010,1543.965628,30301110
30301011,1642.071126,30301111
30301012,1673.245205,30301112
30301013,2330.772601,30301113
30301014,1392.250956,30301114
30301015,2351.30616,30301115
30301016,1566.352298,30301116
30301017,1406.285507,30301117
30301018,1351.459124,30301118
30301019,1518.451578,30301119
30301020,926.6350479,30301120
30301021,1193.22422,30301121
30301022,1537.956725,30301122
30301023,1570.475718,30301123
30301024,1903.060951,30301124
30301025,1260.008762,30301125
30301026,1663.767842,30301126
30301027,1506.805022,30301127
30301028,1365.613154,30301128
30301029,948.4531751,30301129
30301030,898.2247028,30301130
30301031,1499.350815,30301131
30301032,1718.38398,30301132
30301033,1212.549071,30301133
30301034,1314.914375,30301134
30301035,1410.35511,30301135
30301036,1707.415738,30301136
30301037,1440.566385,30301137
30301038,956.4936243,30301138
30301039,1138.708719,30301139
30301040,1534.062149,30301140
30301041,1681.950736,30301141
30301042,1351.353121,30301142
30301043,1913.741469,30301143
30301044,2716.654017,30301144
30301045,546.2697868,30301145
30301046,1106.272132,30301146
30301047,1730.171799,30301147
30301048,1556.178928,30301148
30301049,1519.806776,30301149
30301050,1344.121124,30301150
30301051,1496.023316,30301151
30301052,1574.632609,30301152
30301053,1132.511748,30301153
30301054,1865.203589,30301154
30301055,1702.75089,30301155
30301056,1311.714577,30301156
30301057,2293.347079,30301157
30301058,1750.312964,30301158
30301059,2059.751847,30301159
30302001,1988.553227,30302101
30302002,1469.039217,30302102
30302003,1415.436149,30302103
30302004,1571.050105,30302104
30302005,1431.52973,30302105
30302006,1402.075225,30302106
30302007,1388.489016,30302107
30302008,1175.197832,30302108
30302009,1810.027919,30302109
30302010,1434.700268,30302110
30302011,1553.470839,30302111
30302012,1472.605455,30302112
30302013,1333.625901,30302113
30302014,1155.490211,30302114
30302015,1169.428767,30302115
30302016,1465.774704,30302116
30302017,1381.3048,30302117
30302018,1966.049157,30302118
30302019,1267.339966,30302119
30302020,1532.273924,30302120
30302021,1341.541453,30302121
30302022,1768.449867,30302122
30302023,1791.264631,30302123
30302024,1382.578153,30302124
30302025,1850.551386,30302125
30302026,1211.970783,30302126
30302027,2659.709979,30302127
30302028,1224.607164,30302128
30302029,1650.851523,30302129
30302030,1508.871395,30302130
30302031,1272.338086,30302131
30302032,1492.368669,30302132
30302033,1087.609513,30302133
30302034,1599.774144,30302134
30302035,1610.143093,30302135
30302036,1055.302608,30302136
30302037,2592.245166,30302137
30302038,1246.915336,30302138
30302039,1981.965982,30302139
30302040,1497.886511,30302140
30302041,1434.552948,30302141
30302042,1121.757528,30302142
30302043,1181.781113,30302143
30302044,1421.897384,30302144
30302045,1441.993601,30302145
30302046,1930.722181,30302146
