enum_old,population,enum
20405036,1774.637621,20405136
20405037,1339.086337,20405137
20405038,1394.159785,20405138
20405039,1643.002182,20405139
20405040,2459.442799,20405140
20405041,1895.902343,20405141
20405042,2793.919735,20405142
20405043,1816.445124,20405143
20405044,2137.350837,20405144
20405045,2199.730341,20405145
20405046,915.2749638,20405146
20405047,1967.71865,20405147
20405901,136.0980661,20406001
20406001,2234.553942,20406101
20406002,1286.536681,20406102
20406003,1290.083118,20406103
20406004,1637.379649,20406104
20406005,1312.738243,20406105
20406006,2218.717314,20406106
20406007,1373.138404,20406107
20406008,1964.71594,20406108
20406009,2035.239981,20406109
20406010,1917.688249,20406110
20406011,2664.159925,20406111
20406012,1533.907606,20406112
20406013,1840.457707,20406113
20406014,2662.339643,20406114
20406015,1817.14759,20406115
20406016,1509.57445,20406116
20406017,2429.929817,20406117
20406018,799.6391958,20406118
20406019,3281.390707,20406119
20406020,2510.770474,20406120
20406021,1638.138981,20406121
20406022,2108.470031,20406122
20406023,1890.213662,20406123
20406024,2596.217865,20406124
20406025,1540.033359,20406125
20406026,2145.937135,20406126
20406027,1699.560226,20406127
20406028,1815.731895,20406128
20406029,3059.047606,20406129
20406030,1960.416713,20406130
20406031,2252.089227,20406131
20406032,1645.988525,20406132
20406033,1744.913236,20406133
20406034,2521.18403,20406134
20406035,1927.976733,20406135
20406036,2045.614106,20406136
20406037,1554.263181,20406137
20406038,3056.740578,20406138
20406039,1362.762231,20406139
20406040,1068.872344,20406140
20406041,1878.601634,20406141
20406901,35.27973419,20407001
20407001,1357.270193,20407101
20407002,1956.751718,20407102
20407003,1924.080405,20407103
20407004,2902.362859,20407104
20407005,2393.617861,20407105
20407006,2272.161718,20407106
20407007,1946.909567,20407107
20407008,1819.184824,20407108
20407009,1607.940236,20407109
20407010,2723.55413,20407110
20407011,2603.865564,20407111
20407012,2371.824963,20407112
20407013,1341.519878,20407113
20407014,1740.24777,20407114
20407015,1305.535548,20407115
20407016,1457.25486,20407116
20407017,2220.137729,20407117
20407018,3014.396903,20407118
20407019,3009.83111,20407119
20407020,1356.618188,20407120
20407021,2381.653127,20407121
20420701,2264.778292,20420801
20420702,1664.463459,20420802
20420703,264.2500114,20420803
20420704,1658.154515,20420804
20421801,1437.214552,20421901
20421802,476.3920469,20421902
20421803,763.402153,20421903
20421804,2431.40866,20421904
20421805,2293.174828,20421905
20421806,1602.942301,20421906
20421807,4909.24593,20421907
20421808,3907.349453,20421908
20501001,2504.136526,20501101
20501002,3821.487794,20501102
20501003,3370.023487,20501103
20501004,2562.225732,20501104
20501005,3673.509316,20501105
20501006,2704.448619,20501106
20501007,1414.255142,20501107
20501008,2766.909963,20501108
20501009,3142.346933,20501109
20501010,2791.63437,20501110
20501011,3088.691639,20501111
20501012,2001.777969,20501112
20501013,2332.16851,20501113
20501014,1526.071334,20501114
20501015,2760.893525,20501115
20501016,1824.924087,20501116
20501017,1582.429868,20501117
20501018,4818.570108,20501118
20501019,3141.247269,20501119
20501020,1811.839099,20501120
20501021,1737.381755,20501121
20501022,2469.577161,20501122
20501901,1115.746612,20502001
20502001,2707.489202,20502101
20502002,2257.906737,20502102
20502003,2166.824558,20502103
20502004,3718.058888,20502104
20502005,3229.967512,20502105
20502006,3038.501213,20502106
20502007,1249.528664,20502107
20502008,414.1680831,20502108
20502009,1709.12678,20502109
20502010,3144.561577,20502110
20502011,549.005369,20502111
20502012,2880.793501,20502112
20502013,2007.241382,20502113
20502014,1897.773086,20502114
20502015,2000.515019,20502115
20502016,3123.324629,20502116
20502017,1857.671769,20502117
20502018,1159.023491,20502118
20502019,1236.420955,20502119
20502020,1548.992268,20502120
20502021,1621.873077,20502121
20502022,2205.07742,20502122
20502023,2065.269306,20502123
20502024,2357.54437,20502124
20502025,1361.763828,20502125
20502026,1984.79511,20502126
20502027,1242.276806,20502127
20502028,1873.344787,20502128
20502029,1589.862398,20502129
20502030,2581.949034,20502130
20502031,2939.670265,20502131
20502032,2776.095,20502132
20502033,531.5164276,20502133
20502034,1107.544496,20502134
20502801,827.5201732,20502901
20502902,15.83787509,20503002
20503001,1710.534431,20503101
20503002,1338.052456,20503102
20503003,525.181073,20503103
20503004,1141.787469,20503104
20503005,1174.150438,20503105
20503006,1650.248563,20503106
20503007,1545.46229,20503107
20503008,1237.750581,20503108
20503009,1433.001112,20503109
20503010,1550.244266,20503110
20503011,1646.603221,20503111
20503012,1448.224827,20503112
20503013,1493.010896,20503113
20503014,521.1484053,20503114
20503015,1676.987601,20503115
20503016,1273.90119,20503116
20503017,1990.279401,20503117
20503018,583.6901787,20503118
20504001,5781.245526,20504101
20504002,2852.678339,20504102
20504003,639.9549816,20504103
20504004,2260.719345,20504104
20504005,1932.971242,20504105
20504006,2118.411335,20504106
20504007,1743.874254,20504107
20504008,1969.205762,20504108
20504009,1996.200103,20504109
20504010,3970.752006,20504110
20504011,2011.868496,20504111
20504012,2693.61094,20504112
20504013,1190.499766,20504113
20504014,2319.313314,20504114
20504907,0.704895318,20505007
20505001,1305.826241,20505101
20505002,1404.500341,20505102
20505003,3503.098123,20505103
20505004,1175.909373,20505104
20505005,1600.945866,20505105
20505006,1220.635364,20505106
20505007,3384.76483,20505107
20505008,1530.130437,20505108
20505009,1294.324763,20505109
20505010,529.5257693,20505110
20505011,313.2093489,20505111
20505012,521.552743,20505112
20505013,1046.896905,20505113
20505014,1537.187219,20505114
20505015,2455.414267,20505115
20505016,1939.166689,20505116
20505017,1020.665094,20505117
20505018,1663.19159,20505118
20505019,1672.509023,20505119
20505020,1824.89562,20505120
20505021,2621.18701,20505121
20505022,1280.672208,20505122
20505023,1662.10589,20505123
20505024,2298.112617,20505124
20505025,1279.900988,20505125
20505026,1269.196513,20505126
20505027,2783.451082,20505127
20505906,127.6438673,20506006
20506001,716.8623427,20506101
20506002,1461.06418,20506102
20506003,1486.614395,20506103
20506004,1702.936016,20506104
20506005,2193.468946,20506105
20506006,1979.551893,20506106
20506007,1072.941994,20506107
20506008,2275.981046,20506108
20506009,4760.665467,20506109
20506801,1656.976458,20506901
20506905,188.5849571,20507005
20507001,1578.200042,20507101
20507002,942.0574679,20507102
20507003,1730.243271,20507103
20507004,1891.497988,20507104
20507005,940.9255987,20507105
20507006,419.3000513,20507106
20507007,991.8174922,20507107
20507008,1690.604341,20507108
20507009,1223.248124,20507109
20507010,1232.990778,20507110
20507011,2046.624924,20507111
20507012,3347.652727,20507112
20507013,2150.905127,20507113
20507014,856.9003304,20507114
20507015,2010.247332,20507115
20507016,2972.64317,20507116
20507017,489.664558,20507117
20507018,1651.493431,20507118
20507019,1548.30434,20507119
20507020,2379.673307,20507120
20507021,1595.413477,20507121
20507022,2418.800671,20507122
20507023,1439.76896,20507123
20507024,1234.394881,20507124
20507025,1924.407604,20507125
20507026,1670.533417,20507126
20507027,1118.050292,20507127
20507028,1925.236083,20507128
20507029,1823.746934,20507129
20507030,1588.650944,20507130
20507031,1731.387532,20507131
20507032,1591.744124,20507132
20507033,2599.427578,20507133
20507034,2470.056468,20507134
20507035,1431.707009,20507135
20507036,1902.740334,20507136
20507037,3146.739525,20507137
20507038,813.3499877,20507138
20507039,2021.780734,20507139
20507040,1933.41524,20507140
20507041,1491.759442,20507141
20507042,3759.236889,20507142
20507043,2999.633861,20507143
20507044,3473.307121,20507144
20507801,3096.51258,20507901
20508001,1482.705191,20508101
20508002,2337.373434,20508102
20508003,1451.022863,20508103
20508004,2206.857055,20508104
20508005,2525.696602,20508105
20508006,2451.647838,20508106
20508007,3189.063919,20508107
20508008,2195.789276,20508108
20508009,1383.70847,20508109
20508010,2201.662549,20508110
20508011,1560.000597,20508111
20508012,766.2443422,20508112
20508013,1888.831667,20508113
20509001,0,20509101
20509002,2779.719813,20509102
20509003,1607.43714,20509103
20509004,633.9380994,20509104
20509005,1422.031499,20509105
20509006,2285.254281,20509106
20509007,3955.244567,20509107
20510001,2108.816696,20510101
20510002,2382.809487,20510102
20510003,820.7449076,20510103
20510004,1798.041664,20510104
20511914,0,20512014
20511915,0,20512015
20511916,0,20512016
20520701,2161.687809,20520801
20520702,4291.549664,20520802
20520703,2170.766742,20520803
20520704,1718.696157,20520804
20520705,3457.882233,20520805
20520706,1980.850163,20520806
20520707,2403.863222,20520807
20520708,1718.066954,20520808
20520709,1358.420313,20520809
20520710,2059.814475,20520810
20520711,421.051609,20520811
20520712,2315.293164,20520812
20520713,2447.963703,20520813
20520714,1097.905306,20520814
20520715,1432.998007,20520815
20520716,2217.352662,20520816
20520717,2717.632572,20520817
20521801,2057.634835,20521901
20521802,2083.503296,20521902
20521803,1366.103888,20521903
20601001,2085.324817,20601101
20601002,1377.00734,20601102
20601003,1721.835102,20601103
20601004,1372.56662,20601104
20601005,2188.861343,20601105
20601006,1037.842227,20601106
20601007,1746.787468,20601107
20601008,1672.800657,20601108
20601009,1245.976267,20601109
20601010,1852.597707,20601110
20601011,1881.599425,20601111
20601012,1987.351219,20601112
20601013,1911.833599,20601113
20601014,1466.204258,20601114
20601015,1431.360687,20601115
20601016,1772.624443,20601116
20601017,2475.773522,20601117
20601018,2476.301058,20601118
20601019,2441.069577,20601119
20601020,1938.593896,20601120
20601021,2017.443417,20601121
20601022,2308.354111,20601122
20601023,1722.777652,20601123
20601024,1375.96203,20601124
20601025,1509.989256,20601125
20601026,1754.237196,20601126
20601027,3281.478434,20601127
20601028,2216.248419,20601128
20601029,1129.726253,20601129
20601030,1266.929735,20601130
20601031,1590.9321,20601131
20601032,1961.051287,20601132
20601033,2417.929962,20601133
20601034,2341.346062,20601134
20601035,2133.645939,20601135
20601036,1638.811939,20601136
20601037,1702.927186,20601137
20601038,1598.551126,20601138
20601039,1469.113859,20601139
20601040,2250.301496,20601140
20601041,1686.856266,20601141
20601042,2325.906512,20601142
20601043,1257.512899,20601143
20601044,2146.9136,20601144
20601045,1332.726154,20601145
20601046,2847.051976,20601146
20601047,1359.35817,20601147
20601048,1346.397408,20601148
20601049,2533.99958,20601149
20601050,1893.671583,20601150
20601051,1551.849361,20601151
20601052,1971.668699,20601152
20601053,1532.106044,20601153
20601054,2250.697541,20601154
20601055,1746.701256,20601155
20601056,2275.501328,20601156
20601057,1756.447611,20601157
20601058,1377.406234,20601158
20601059,1927.886047,20601159
20601060,1408.560104,20601160
20601061,1106.394456,20601161
20601062,1942.388293,20601162
20601063,1889.311898,20601163
20601064,3217.793994,20601164
20601065,3378.804622,20601165
20601066,2967.804266,20601166
20601067,1234.515703,20601167
20601068,3007.069719,20601168
20601069,2151.671216,20601169
20601801,2306.479375,20601901
20601802,943.5462408,20601902
20601803,5103.488711,20601903
20601901,196.9468971,20602001
20602001,1695.997091,20602101
20602002,1842.398773,20602102
20602003,1564.008104,20602103
20602004,1211.758031,20602104
20602005,1699.786036,20602105
20602006,1965.932371,20602106
20602007,1481.500025,20602107
20602008,1476.604587,20602108
20602009,1435.007967,20602109
20602010,1176.033432,20602110
20602011,1834.660234,20602111
20602012,1920.812322,20602112
20602013,2276.585685,20602113
20602014,1344.047001,20602114
20602015,1925.091595,20602115
20602016,2375.618486,20602116
20602017,1200.950188,20602117
20602018,1571.683139,20602118
20602019,1089.058413,20602119
20602020,1265.039254,20602120
20602021,1335.878406,20602121
20602022,1209.630494,20602122
20602023,1998.572118,20602123
20602024,1480.327191,20602124
20602025,1774.783977,20602125
20602026,1091.430038,20602126
20602027,1486.137738,20602127
20602028,1452.989846,20602128
20602029,1899.363842,20602129
20602030,1038.354199,20602130
20602031,1706.512452,20602131
20602032,1572.452404,20602132
20602033,1458.676083,20602133
20602034,2126.869109,20602134
20602035,2297.735986,20602135
20602036,1577.384476,20602136
20602037,3148.498364,20602137
20602038,1615.646768,20602138
20602039,1010.204946,20602139
20602040,2002.661298,20602140
20602041,2875.164725,20602141
20602042,1383.332086,20602142
20602043,1425.383943,20602143
20602044,2023.554337,20602144
20602045,1910.303056,20602145
20602046,1889.135441,20602146
20602047,1555.454143,20602147
20602048,2054.209038,20602148
20602049,1986.74519,20602149
20602050,1075.244104,20602150
20602051,2975.945546,20602151
20602052,1192.187819,20602152
20602053,2268.09305,20602153
20602054,2281.481493,20602154
20602055,1742.166229,20602155
20602056,639.1318173,20602156
20602057,829.0621827,20602157
20602058,1990.476671,20602158
20602059,1483.613538,20602159
20602060,1563.542657,20602160
20602061,1290.7563,20602161
20602062,2508.348412,20602162
20602063,1010.572034,20602163
20602064,1317.248664,20602164
20602065,2468.773534,20602165
20602066,2938.725316,20602166
20602067,3035.125838,20602167
20602068,1558.316442,20602168
20602069,1434.557165,20602169
20602070,2660.718181,20602170
20602071,1507.438051,20602171
20602072,2444.091565,20602172
20602073,1708.255913,20602173
20602074,1838.241149,20602174
20602075,2335.896238,20602175
20602076,1799.437604,20602176
20602077,2062.707548,20602177
20602078,2374.283255,20602178
20602079,1357.718938,20602179
20602080,1606.318415,20602180
20602081,2212.044449,20602181
20602082,2744.511785,20602182
20602083,1629.575288,20602183
20602084,1725.443639,20602184
20602085,2066.066073,20602185
20602086,2557.049399,20602186
20602087,2763.000489,20602187
20602088,1805.71472,20602188
20602089,1297.65149,20602189
20602090,2488.049267,20602190
20602801,1581.535919,20602901
20602802,2690.225315,20602902
20602803,3574.082168,20602903
20602804,5824.441243,20602904
20602903,0.516744855,20603003
20603001,1370.133423,20603101
20603002,2116.707398,20603102
20603003,1574.281013,20603103
20603004,882.0364531,20603104
20603005,1889.083408,20603105
20603006,1458.368226,20603106
20603007,1206.768346,20603107
20603008,1395.497138,20603108
20603009,2207.134498,20603109
20603010,1207.007702,20603110
20603011,1531.541543,20603111
20603012,2489.035579,20603112
20603013,1826.267486,20603113
20603014,2103.645927,20603114
20603015,1777.561238,20603115
20603016,1972.952983,20603116
20603017,2434.30089,20603117
20603018,1841.714618,20603118
20603019,1523.470239,20603119
20603020,1099.544678,20603120
20603021,1554.469272,20603121
20603022,2163.924209,20603122
20603023,1376.686824,20603123
20603024,1960.204787,20603124
20603025,1923.995752,20603125
20603026,1427.338306,20603126
20603027,1536.202824,20603127
20603028,2472.870342,20603128
20603029,2204.122579,20603129
20603030,1642.897434,20603130
20603031,1361.598191,20603131
20603032,1720.124657,20603132
20603033,2012.245574,20603133
20603034,1720.687587,20603134
20603035,1964.157275,20603135
20603036,1471.637883,20603136
20603037,2336.183448,20603137
20603038,1226.341897,20603138
20603039,2435.045097,20603139
20603040,1374.343279,20603140
20603041,1487.255319,20603141
20603042,2017.041501,20603142
20603043,1581.983053,20603143
20603044,1893.013066,20603144
20603045,1464.292693,20603145
20603046,1683.474561,20603146
20603047,1059.389945,20603147
20603048,1290.019018,20603148
20603049,1626.158843,20603149
20603050,2213.566605,20603150
20603051,1157.381477,20603151
20603052,1127.504266,20603152
20603053,1728.585381,20603153
20603054,2042.432988,20603154
20603055,1540.460997,20603155
20603056,2374.205557,20603156
20603057,1609.126671,20603157
20603058,1646.598391,20603158
20603059,1197.873959,20603159
20603060,1778.098233,20603160
20603061,1924.361276,20603161
20603062,2003.936436,20603162
20603063,2169.346014,20603163
20603064,2210.824031,20603164
20603065,2263.083965,20603165
20603066,2318.319429,20603166
20603067,2109.564452,20603167
20603068,2634.682366,20603168
20603069,1391.122275,20603169
20603070,1724.998291,20603170
20603071,1621.672612,20603171
20603072,1857.896794,20603172
20603073,1591.393051,20603173
20603074,1430.666679,20603174
20603075,4275.080987,20603175
20603076,1617.529043,20603176
20603077,2216.187552,20603177
20603078,2110.365102,20603178
20603079,1232.426742,20603179
20603080,2124.007437,20603180
20603081,1339.071107,20603181
20603082,1950.561996,20603182
20603083,1931.992403,20603183
20603084,1620.115174,20603184
20603085,1443.654792,20603185
20603086,1688.492565,20603186
20603087,1783.934544,20603187
20603088,1738.03537,20603188
20603089,1824.960251,20603189
20603090,1063.26401,20603190
20603091,1846.618234,20603191
20603092,1146.660422,20603192
20603093,2091.266784,20603193
20603094,1916.494847,20603194
20603095,1884.959328,20603195
20603096,1878.314414,20603196
20603097,1432.588282,20603197
20603098,1288.6264,20603198
20603099,2066.205136,20603199
20603100,1332.164178,20603200
20603101,2120.329866,20603201
20603102,1939.415324,20603202
20603103,1412.136636,20603203
20603104,1627.100069,20603204
20603105,1400.622605,20603205
20603106,1705.767085,20603206
20603107,1793.659986,20603207
20603108,1814.722284,20603208
20603109,1746.597145,20603209
20603110,1695.228964,20603210
20603111,1538.906613,20603211
20603112,1586.300001,20603212
20603113,1644.324182,20603213
20603114,1950.54532,20603214
20603115,1169.078256,20603215
20603116,1702.817391,20603216
20603117,1356.81918,20603217
20603118,967.9877088,20603218
20603119,2118.086769,20603219
20603120,1455.212965,20603220
20603121,1801.220276,20603221
20603122,2211.982023,20603222
20603123,1922.497226,20603223
20603124,2065.19035,20603224
20603125,1308.494006,20603225
20603126,1048.452294,20603226
20603127,2035.766076,20603227
20603128,1142.108136,20603228
20603129,2713.607147,20603229
20603130,1834.778246,20603230
20603131,855.5604614,20603231
20603132,1791.96711,20603232
20603133,2961.518952,20603233
20603134,1447.986968,20603234
20603135,1125.579824,20603235
20603136,1904.335604,20603236
20603137,1216.766551,20603237
20603138,1318.197407,20603238
20603139,1809.943208,20603239
20603140,2512.956306,20603240
20603141,1398.607354,20603241
20603142,2813.143472,20603242
20603143,1718.433771,20603243
20603144,1179.366072,20603244
20603145,2209.298695,20603245
20603146,1588.807829,20603246
20603147,1783.235896,20603247
20603148,1305.39097,20603248
20603149,1801.954835,20603249
20603150,1594.742909,20603250
20603151,2184.693889,20603251
20603152,1588.66248,20603252
20603153,933.6008024,20603253
20603801,2502.950254,20603901
20603802,1382.079071,20603902
20603803,1716.400273,20603903
20603804,1718.753417,20603904
20603805,4662.445667,20603905
20603806,2332.199633,20603906
20603901,1054.271213,20604001
20603902,651.7407876,20604002
20604001,1044.025804,20604101
20604002,1246.554933,20604102
20604003,1677.375289,20604103
20604004,1433.721788,20604104
20604005,1607.736679,20604105
20604006,1338.724728,20604106
20604007,1141.677529,20604107
20604008,1768.571937,20604108
20604009,1434.56201,20604109
20604010,1033.786334,20604110
20604011,1447.264402,20604111
20604012,958.0364624,20604112
20604013,1184.546594,20604113
20604014,1105.84293,20604114
20604015,1132.406809,20604115
20604016,1526.321318,20604116
20604017,1942.682064,20604117
20604018,1386.82461,20604118
20604019,1169.042599,20604119
20604020,1254.271231,20604120
20604021,1337.042582,20604121
20604022,1291.143275,20604122
20604023,1412.813951,20604123
20604024,1084.506189,20604124
20604025,1448.355934,20604125
20604026,1303.484083,20604126
20604027,1926.474524,20604127
20604028,1641.404382,20604128
20604029,1698.379097,20604129
20604030,971.522608,20604130
20604031,2362.196856,20604131
20604032,1704.154329,20604132
20604033,1086.397604,20604133
20604034,1683.371625,20604134
20604035,1196.681037,20604135
20604036,1864.806286,20604136
20604037,1606.032653,20604137
20604038,2344.426935,20604138
20604039,619.3786924,20604139
20604040,2350.353571,20604140
20604041,1460.457494,20604141
20604042,1289.562223,20604142
20604043,1131.699789,20604143
20604044,1293.686383,20604144
20604045,1789.945011,20604145
20604046,1573.437448,20604146
20604047,1602.623019,20604147
20604048,1319.817871,20604148
20604049,896.8934346,20604149
20604050,1192.613808,20604150
20604051,1384.400687,20604151
20604052,1303.623057,20604152
20604053,1557.878011,20604153
20604054,1487.709334,20604154
20604055,1694.052326,20604155
20604056,924.0963635,20604156
20604057,884.0203854,20604157
20604058,1010.782723,20604158
20604059,2053.646305,20604159
20604060,1474.657994,20604160
20604061,1493.400598,20604161
20604062,1036.228519,20604162
20604063,1627.010312,20604163
20604064,1977.211554,20604164
20604065,2079.870049,20604165
20604066,760.1925296,20604166
20604067,1425.942832,20604167
20604068,1278.315994,20604168
20604069,1187.807766,20604169
20604070,759.293789,20604170
20604071,813.6090832,20604171
20604072,2198.315958,20604172
20604073,2717.87339,20604173
20604074,1418.943149,20604174
20604075,1450.943,20604175
20604076,985.7264252,20604176
20604077,969.0533681,20604177
20604078,1143.154359,20604178
20604079,821.0444624,20604179
20604801,3561.771504,20604901
20604802,1371.523867,20604902
20604901,1546.047753,20605001
20604902,545.5407086,20605002
20605001,906.8824401,20605101
20605002,1985.33062,20605102
20605003,839.3336771,20605103
20605004,1327.140134,20605104
20605005,2429.893297,20605105
20605006,1877.320716,20605106
20605007,1986.830503,20605107
20605008,2077.981121,20605108
20605009,1887.656743,20605109
20605010,1629.274518,20605110
20605011,1448.729076,20605111
20605012,957.3441654,20605112
20605013,836.0617833,20605113
20605014,910.0292579,20605114
20605015,1235.827206,20605115
20605016,2071.497669,20605116
20605017,2556.465008,20605117
20605018,2025.120929,20605118
20605019,2087.547607,20605119
20605020,1992.378077,20605120
20605021,2359.060811,20605121
20605022,1793.55088,20605122
20605023,1251.807058,20605123
20605024,1670.758715,20605124
20605025,1256.045491,20605125
20605026,1733.136474,20605126
20605027,1641.406545,20605127
20605028,2062.5542,20605128
20605901,60.29898345,20606001
20606001,2776.357295,20606101
20606002,1303.964461,20606102
20606003,2012.829513,20606103
20606004,2425.552199,20606104
20606005,2488.803011,20606105
20606006,1596.230021,20606106
20606007,1348.551746,20606107
20606008,2498.338868,20606108
20606009,1380.657642,20606109
20606010,3912.986367,20606110
20606011,3102.88367,20606111
20606012,1819.024183,20606112
20606013,2383.463829,20606113
20606014,2380.757474,20606114
20606015,1795.898533,20606115
20606016,2174.341844,20606116
20606017,1915.086711,20606117
20606018,1426.959558,20606118
20606019,3068.208699,20606119
20606020,1034.323174,20606120
20606021,1944.285222,20606121
20606022,1604.039686,20606122
20606023,1530.513395,20606123
20606024,1649.213468,20606124
20606025,2236.328245,20606125
20606026,1921.940748,20606126
20606027,2644.942502,20606127
20606028,2071.89546,20606128
20606029,2321.853019,20606129
20606030,2141.259247,20606130
20606031,1194.412544,20606131
20606032,1927.775438,20606132
20606033,3206.487114,20606133
20606034,1090.350274,20606134
20606035,1406.681394,20606135
20606036,1284.09035,20606136
20606037,1409.674485,20606137
20606038,642.080589,20606138
20606039,2053.719852,20606139
20606040,1632.937914,20606140
20606041,1321.54027,20606141
20606042,639.5246618,20606142
20606043,2086.339209,20606143
20606044,1184.175223,20606144
20606045,1381.487807,20606145
20606046,2049.84615,20606146
20606047,1086.912158,20606147
20606048,1492.978864,20606148
20606049,1919.910217,20606149
20606050,1387.063674,20606150
20606051,1224.174018,20606151
20606052,1524.834242,20606152
20606053,2555.529232,20606153
20606054,1352.805286,20606154
20606055,321.2886785,20606155
20606056,1462.513043,20606156
20606057,1550.241913,20606157
20606058,1657.201186,20606158
20606059,1576.974375,20606159
20606060,1720.383148,20606160
20606061,1364.795782,20606161
20606062,2632.61869,20606162
20606063,1575.541829,20606163
20606064,1997.165356,20606164
20606065,1058.702083,20606165
20606066,1417.686876,20606166
20606067,1235.572109,20606167
20606801,2392.302325,20606901
20606802,1662.144924,20606902
20607001,1353.610238,20607101
20607002,950.210395,20607102
20607003,1204.900165,20607103
20607004,1335.869848,20607104
20607005,1630.80353,20607105
20607006,1972.794565,20607106
20607007,1325.173444,20607107
20607008,1348.358727,20607108
20607009,1513.204571,20607109
20607010,1291.247094,20607110
20607011,1018.928079,20607111
20607012,1282.15091,20607112
20607013,2036.311769,20607113
20607014,1393.046152,20607114
20607015,882.7146104,20607115
20607016,1759.479525,20607116
20607017,2200.798681,20607117
20607018,2096.503421,20607118
20607019,2292.592664,20607119
20607020,2605.399795,20607120
20607021,1709.428066,20607121
20607022,2225.566115,20607122
20607023,1663.574437,20607123
20607024,1235.41496,20607124
20607025,1977.361782,20607125
20607026,1328.935206,20607126
20607027,1044.722155,20607127
20607028,2735.273417,20607128
20607029,2334.806059,20607129
20607030,1396.695916,20607130
20607031,1591.319279,20607131
20607032,2046.726574,20607132
20607033,1260.070272,20607133
20607034,1472.261427,20607134
20607035,1676.792553,20607135
20607036,1458.350472,20607136
20607037,1348.339898,20607137
20607038,1109.143313,20607138
20607039,1304.388079,20607139
20607040,1307.789913,20607140
20607041,1094.51522,20607141
20607042,1555.82595,20607142
20607043,1616.822378,20607143
20607044,1337.606338,20607144
20607045,2494.816774,20607145
20607046,3162.076304,20607146
20607047,2410.361583,20607147
20607048,3805.084062,20607148
20607049,4934.854265,20607149
20607050,4940.248577,20607150
20607051,2907.737254,20607151
20607052,1740.325364,20607152
20607053,3113.438264,20607153
20607054,2952.457587,20607154
20607055,2258.550259,20607155
20607056,667.9971238,20607156
20607057,1798.719914,20607157
20607058,1125.908978,20607158
20607801,3634.852258,20607901
20607901,24.57749498,20608001
20608001,1463.173058,20608101
20608002,1905.599636,20608102
20608003,819.9158273,20608103
20608004,2696.819726,20608104
20608005,1491.222657,20608105
20608006,1907.291507,20608106
20608007,2048.815977,20608107
20608008,1924.973091,20608108
20608009,1765.495887,20608109
20608010,1796.520642,20608110
20608011,1219.596219,20608111
20608012,1412.99168,20608112
20608013,1267.320599,20608113
20608014,2749.997979,20608114
20608015,1822.713278,20608115
20608016,1523.990008,20608116
20608017,1471.052452,20608117
20608018,1194.96132,20608118
20608019,2246.965785,20608119
20608020,1821.905068,20608120
20608021,1175.74595,20608121
20609001,955.2578248,20609101
20609002,2011.034941,20609102
20609003,1912.409016,20609103
20609004,1484.895332,20609104
20609005,1543.695255,20609105
20609006,1535.73447,20609106
20609007,1481.485709,20609107
20609008,2342.98872,20609108
20609009,1719.729672,20609109
20609010,1536.991025,20609110
20609011,1684.304196,20609111
20609012,1735.150615,20609112
20609013,1290.132944,20609113
20609014,2233.167857,20609114
20609015,1242.016644,20609115
20609016,1750.959599,20609116
20609017,1549.009677,20609117
20609018,1636.575016,20609118
20609019,2229.682906,20609119
20609020,1437.853992,20609120
20609021,1483.832054,20609121
20609022,875.6423486,20609122
20609023,1461.845361,20609123
20609024,2272.956987,20609124
20609025,1361.928559,20609125
20609026,2120.269348,20609126
20609027,1545.87433,20609127
20609028,1404.740265,20609128
20609029,2070.942571,20609129
20609030,2281.521135,20609130
20609031,2803.910801,20609131
20609032,2085.470847,20609132
20609033,1879.354868,20609133
20609801,730.2015886,20609901
20609802,1369.841107,20609902
20610001,1315.309342,20610101
20610002,980.5888064,20610102
20610003,1394.471868,20610103
20610004,832.0275059,20610104
20610005,1273.980279,20610105
20610006,1447.649552,20610106
20610007,543.0278113,20610107
20610008,1073.300241,20610108
20610009,2381.020842,20610109
20610010,1403.427653,20610110
20610011,1380.485549,20610111
20610012,1373.83772,20610112
20610013,1463.112297,20610113
20610014,1539.018925,20610114
20610015,1873.596171,20610115
20610016,2106.514626,20610116
20610017,2087.387385,20610117
20610018,2274.755883,20610118
20610019,1483.971462,20610119
20610020,2751.439616,20610120
20610021,1537.674468,20610121
20610022,798.9025346,20610122
20610023,988.4373213,20610123
20610024,1248.068906,20610124
20610025,1832.423857,20610125
20610026,1770.424642,20610126
20610027,1684.802522,20610127
20610028,977.0301508,20610128
20610029,1284.591036,20610129
20610030,1143.207225,20610130
20610031,1471.089641,20610131
20610032,1195.342727,20610132
20610033,645.5763522,20610133
20610034,1636.061954,20610134
20610035,1046.576674,20610135
20610036,1282.214216,20610136
20610037,2179.34507,20610137
20610038,2097.466333,20610138
20610039,1447.321267,20610139
20610040,1311.458141,20610140
20610041,1442.818702,20610141
20610042,2210.901253,20610142
20610043,1486.761711,20610143
20610044,1773.634858,20610144
20610045,1624.000462,20610145
20610046,1345.044804,20610146
20610047,1623.214657,20610147
20610048,1539.253606,20610148
20611001,1391.82086,20611101
20611002,1646.870886,20611102
20611003,2606.563149,20611103
20611004,1658.385511,20611104
20611005,1490.974639,20611105
20611006,722.9874932,20611106
20611007,1347.709102,20611107
20611008,1717.721358,20611108
20611009,927.6884589,20611109
20611010,1391.975183,20611110
20611011,5196.240827,20611111
20611012,2872.909877,20611112
20611013,1533.357376,20611113
20611014,2376.57287,20611114
20611015,999.0459887,20611115
20611016,955.1931019,20611116
